id,name,general_name,general_name_refined
12259,Cotton swabs,various,various
12256,Liver block - first harvest - see varieties in store - * Bonus 20 points m,various,various
12254,"Toilet paper - Saturday, February 16th only - Limit of 4 - $ 5.99 The rest of the week or by article out of bounds",various,various
12184,Refrigerated dessert,various,various
12253,Hygienic paper - President's choice - limit of 4 - $ 5.99 per additional item,various,various
12251,Ice Cream With Vanilla,various,ice cream
12250,Milk 3.25% organic,various,various
12143,Cookies - Goglu,various,various
12140,Apple juice - see varieties in store,juice,juice
12138,Frozen Pizza - Ristorante - View Varieties in-store - Limit of 3 - Saturday 7 and Sunday December 8th,pizza,pizza
13082,Yogurt - Source - See Varieties in-store,yogurt,yogurt
13102,rhubarbes,bar,bar
13097,Organic tomatoes,various,various
13093,Hand soap,various,various
13092,Cereal - Mini Wheats,various,various
13085,Gruau - Fast,various,various
13083,Chocolate and Hazelnut Spread - President's Choice,various,various
13080,Capillary Products - Whole Blends - See Varieties in-store,various,various
12128,Margarine,various,various
13167,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit,laundry,laundry
13173,Laundry detergent,laundry,laundry
13263,Nail Polish - Miracle Gel,various,various
13245,Mini-Cakes - Annette's - See Varieties in-store,cake,cake
13237,Coffee in K-Cup buckets - Timothy's,various,various
13239,Batteries - Saturday 11 and Sunday 12 January only - Limit of 4 - $ 15.99 per additional item - $ 15.99 The rest of the week,various,various
13103,Mousse,various,various
13107,Body Cleaner - See Varieties In Store,various,various
13108,Frozen Whipped Flooring - Cool Whip - Best Prices year,various,various
13109,Frozen fried chicken,various,various
13110,Capillary Products - Whole Blends - See Varieties in-store,various,various
13113,Nutritional Supplement A +,various,various
13114,Refrigerated Juice Mix - Tropics - See Varieties In-store,juice,juice
13116,Fondal Cheese Preparation - Velveeta - * Bonus 30 Points M,cheese,cheese
13118,Soya Pudding - See Varieties In Store,various,various
13166,cantaloups,various,various
13159,Ice Sweets - Drumstick - View Varieties in-store,ice cream,ice cream
13158,Ice Coffee Syrup - Ice Java,various,various
13157,Flavored Water - Wengled PC,various,various
13156,Styling foam,various,various
13152,Cats Food - Cat Chow - Save $ 1.50,various,various
13170,Frozen scallops - 80-120 units / lb size,various,various
13150,Licorice,various,various
13241,Whitening Treatment - Vivid Whitestrips,various,various
13242,Protein drink,various,various
13243,Deodorant - see varieties in store,various,various
12126,Organic soybean,various,various
12145,Dog Food - Dog Chow,various,various
12686,Almond Butter - Naturalia - See Varieties In Store,various,various
12697,Capillary Products - Fruits,various,various
12699,Dry food for cats,various,various
13182,Sliced Charcuterie - See Varieties In-store,various,various
13193,Peanut Butter - Creamy and Light - Saturday 29 and Sunday 30 September only - Limit of 4 - $ 4.99 The rest of the week or by item outside the limit,various,various
13196,Chocolate and Hazelnut Spread - President's Choice,various,various
13198,Frozen Meal - Steamers - View Varieties In-store,various,various
13203,Wafers - see varieties in store,various,various
13211,Cream cheese icing - Philadelphia,cheese,cheese
13212,Rouge delicious apples - from the United States,various,various
13214,Barres - Protein,bar,bar
13244,Strike Milk - See Varieties In Store,various,various
13219,Breaded fish croquettes - the captain's cheerborn,various,various
13221,Black Forest Smoked Ham Without Nitrite Sliced,various,various
13224,Honey,various,various
13225,Pasta - Lasagna,various,various
13230,Lactose-free dairy products - See in store varieties,various,various
13231,Peanut Butter - All Natural,various,various
13259,spinach babies,various,various
13256,"White Eggs, Category A - Saturday 5th and Sunday 7 October Only - Limit of 2 - $ 2.29 per additional item - $ 2.49 The rest of the week",various,various
13255,Disinfecting wipes,cleaning product,cleaning product
13252,"Peanut Butter - Creamy - Saturday, February 16th only - Limit of 4 - $ 4.99 The rest of the week or by article out of bound",various,various
13251,Red Potatoes - From Quebec - Canada No 1,various,various
13250,Frozen meal - Choice of President - See Varieties in-store - * Except for large formats,various,various
13249,Workout underwear - Goodnites,various,various
11925,Cheese bar,bar,bar
11930,Frozen Bagel Bags - Bagel Cocks,various,various
12342,Jam,various,various
12500,Battery Toothbrush - 360º,various,various
12513,Frozen fries potatoes - Unnamed,various,various
12510,Refrigerated Beverage - Oasis Morning - See Varieties In Store,various,various
12509,Chocolate,various,various
12508,"Chips - Saturday, July 13th only!- Limit of 4 - $ 4.49 The rest of the week or by item outside the limit",chip,chip
12504,Rice Crackers - Unnamed,various,various
12503,Licorice,various,various
12499,Broccoli Crown - the United States or Mexico,various,various
12640,Honey - President's Choice - See Varieties In Store,various,various
12496,Pulp mix - bisquick - see varieties in store,various,various
12493,Antiperspirants - see varieties in store,various,various
12492,Ice Cream - Real Cream - See Varieties In Store,various,ice cream
12581,Biscuits - see varieties in store,various,various
12589,Fresh spinach - from Quebec,various,various
12481,Tomatoes,various,various
12514,Frozen Burgers - Gluten Free - See Varieties In-store,various,various
12515,Mango Honey (Ataulfo) - Mexico,fruit,fruit
12516,Frozen fried chicken,various,various
12524,Frozen orange juice,juice,juice
12538,Frozen Beef Bouballs - President's Choice,various,various
12541,Organic blueberries,various,various
12577,"Turkey Hachis - Irresistibles, Wellness",various,various
12576,spinach babies,various,various
12573,Antiperspirants - see varieties in store,various,various
12572,Partially skimmed milk 1% - Purfiltr,various,various
12565,Ice Sweets - Drumstick - View Varieties in-store,ice cream,ice cream
12564,Gas Drink - Coke Diet,various,various
12583,Cashew nut,various,various
12563,Body Cleaner - Ax - See Varieties In Store,various,various
12556,Cereal - Captain Crounche,various,various
12551,Antisodorific or deodorant,various,various
12550,Small yellow-flesh potatoes - from Quebec - Canada No 1,various,various
12663,Ice Cream With Vanilla,various,ice cream
11933,Dishwasher - View Varieties In store,various,various
12598,Instant Coffee - Gold,various,various
12621,lawyers,various,various
12620,Salad Sauce - Miracle Whip,various,various
12616,English muffins,various,various
12614,Chewing gum - 4 box packs,various,various
12606,Honey - President's Choice - See Varieties In Store,various,various
12599,Fresh stuffed pasta - see varieties in store,various,various
12597,Cat Food - Elegant Medleys,various,various
12652,Gluten-free food pasta,various,various
12596,Frozen fruit - President's choice - See in-store variety,various,various
12592,Chocolate treats,various,various
12591,Ice Cream - Real Cream - See Varieties In Store,various,ice cream
12482,"Peanut Butter - Creamy and Light - Saturday, February 16th only - Limit of 4 - $ 4.99 The rest of the week or by article out of bound",various,various
12480,Nutritional Supplement - Pediasure,various,various
12280,cracker,various,various
12622,Refrigerated Juice Mix - Tropics - See Varieties In-store,juice,juice
12624,"Cereal - Lucky Charms - Save $ 1 - * $ 4.99 Without Coupon - 1 Coupon Limit by Purchase, By Customer",various,various
12626,White Eggs Omega-3 - Gros Caliber,various,various
12630,Brewed Cod Bites - President's Choice,various,various
12634,Ice Cream With Vanilla,various,ice cream
12678,Cat Food - Friskies,various,various
12674,Licorice - NIBS - See Varieties in-store,various,various
12673,Refrigerated Drink - Morning Smoothie,various,various
12672,Cheese sticks - Ficello without lactose,cheese,cheese
12666,Frozen fish fillets - Japd by the day - see varieties in store,various,various
12665,Frozen Whipped Flooring - Cool Whip - Best Prices year,various,various
12590,"Peanut Butter - Natural Crunchy - Saturday, November 10th Only - Limit of 4 - $ 4.99 The rest of the week or by article out of bound",various,various
12664,spinach babies,various,various
12659,Dog Food - IAMS,various,various
12658,Tea - President's Choice,various,various
12657,Disinfecting wipes,cleaning product,cleaning product
12545,Chocolate and Hazelnut Spread - President's Choice,various,various
12543,Powder preparation with Omega for infants - Money - see Varieties in store,various,various
11885,Frozen pastry - Toaster Strudel - See in store varieties,various,various
11897,Cookies - * Bonus 35 Points M In purchase of 2,various,various
11895,Bars,bar,bar
11891,Crunchy bars - Special K,bar,bar
11889,"K-Cup bucket coffee - save $ 2 - * $ 14.99 without coupon - 1 coupon limit by purchase, by customer",various,various
11888,Dog Tapers - Beggin Strips,various,various
11880,Chewing gum,various,various
11874,Caramel Spreads - * Bonus 20 Points M for Buying 2,various,various
11870,Frozen Whipped Flooring - Cool Whip - Best Prices year,various,various
11982,Sliced charcuterie - see varieties in store,various,various
12074,Lemons,various,various
12055,Babies Bok Choy,various,various
11899,Frozen Pancakes - EGGO - * Bonus 15 Points M,cake,cake
11905,Hygienic buffers - Pearl,hygiene product,hygiene product
11909,Licorice,various,various
11912,Antiperspirants - see varieties in store,various,various
11913,Collagen - Original Formula,various,various
11920,Cat Food - Friskies,various,various
11921,Spread,various,various
11980,Bars - Rice Krispies - See in store varieties,bar,bar
11974,Soap breads - see varieties in store,various,various
11961,spinach babies,various,various
11950,Acetaminophen - Regular 325 mg,various,various
11949,Hygienic paper - Fluff,various,various
11945,"Frozen chicken wings - Buy 1 and get free 1 coke packaging, diet coke, coke zero (4 x 310 ml), worth $ 2.99",various,various
11983,nectarines,various,various
11941,Frozen Pizza - Ristorante - Saturday 9th and Sunday 10 February Only - Limit of 4 - $ 6.99 The rest of the week or by article out of bounds,pizza,pizza
11935,Cherries - Chile or Argentina,various,various
11934,Square,various,various
12033,Disinfecting wipes,cleaning product,cleaning product
12036,Rice - Ready to Serve,various,various
12018,Crunchy peanut butter,various,various
12276,Ice Cream With Vanilla,various,ice cream
12275,Sliced charcuterie - see varieties in store,various,various
12271,Dish liquid - View varieties in store - Lowest price of the year,various,various
11987,Licorice,various,various
11989,Grate cheese - P'tit Québec,cheese,cheese
11992,Yogurt - classic - see varieties in store,yogurt,yogurt
11996,"chopped beef, skinny",various,various
12000,Flavored milk,various,various
12007,Dinner on the thumb,various,various
12010,Creamy and light peanut butter,various,various
12011,Feeding Textile in Leaves - See Varieties In Store,various,various
12013,Toothbrush - twister,various,various
12015,Cats Food - Fancy Feast,various,various
12016,Chocolate Tablet - Excellence,various,various
12020,Yellow Onions - Quebec - Canada # 1,various,various
12039,spinach babies,various,various
12023,Disinfecting wipes,cleaning product,cleaning product
12026,Pediatric nutritional supplement - Pediasure - See varieties in store - at Maxi & Cie only,various,various
12029,Snatcher,various,various
12031,Yellow delicious apples - Quebec and / or Washington,various,various
12072,Gruau - Fast - Best Prices year,various,various
12070,Blueberries - Peru - Category # 1,various,various
12069,Smoke chicken sausages,sausage,sausage
12068,Orange without glitches - South Africa,various,various
12063,Hygienic paper - original,various,various
12060,Bathroom cleaner,various,various
11985,Coffee Mounted - President's Choice - Save $ 1.99,various,various
12058,pineapple,various,various
12044,Frozen thin crust pizza - Ristorante - Saturday 12th and Sunday 13 May Only - Limit of 4 - $ 3.99 The rest of the week or by article out of bounds,pizza,pizza
8531,Frozen waffles - EGGO - save 75 ¢ more to buy 2 products with a good-discount in store,various,various
8528,Wipes,cleaning product,cleaning product
13143,Liver block - first harvest - see varieties in store - * Bonus 20 points m,various,various
9703,"Peanut Butter - Creamy - Saturday, February 16th only - Limit of 4 - $ 4.99 The rest of the week or by article out of bound",various,various
9748,Cookies - Goglu,various,various
9870,Biological mature - United States - 50% discount,various,various
9719,K-Cup bucket coffee,various,various
9698,Coffee drink,various,various
9699,Red Potatoes - From Quebec - Canada No 1,various,various
9708,"White Eggs - Gros Caliber, Category A",various,various
9738,Croissant paste,various,various
9710,Beer - Mexico Beers - * Bonus 50 Points M,various,various
9718,Ice Sweets - Drumstick - View Varieties in-store,ice cream,ice cream
9725,K-Cup bucket coffee,various,various
9746,Beets - Quebec,various,various
9730,Cereal - See Varieties In store,various,various
9736,Dog Tapers - Breath Buster,various,various
9786,Lean chopped beef - save $ 2.09 / lb,various,various
9784,Pork for Chinese melting,various,various
9783,Fruit Flavor Snack - Fruits - View Varieties In-store,various,various
9782,Tissue Paper - Pack of 6 Boxes,various,various
9781,English muffins,various,various
9779,Frozen Singles - Drumstick - View Varieties in-store,ice cream,ice cream
9749,Bleach,various,various
9776,Ground decaffeinated coffee,various,various
9772,Hearts of Roman Lettuce - United States,various,various
9766,Tomatoes,various,various
9762,Licorice,various,various
9761,Mix of half-half-half - Quebec,various,various
9759,White baguette or whole wheat - * cooked in store,various,various
9756,K-Cup bucket coffee,various,various
9773,Peanut Butter - All Natural,various,various
10255,Tea in sachets - Orange PEKOE,various,various
8727,White Potatoes - From Quebec - Canada No 1,various,various
9737,Chopped chicken - blue menu,various,various
9739,Partially skimmed milk 2% - Purfiltre - * Bonus 20 points m,various,various
9824,Jam - Smucker's,various,various
9864,Capillary Color - Preference Infinia,various,various
9839,Frozen breaded fish fillets,various,various
9837,Frozen Whipped Flooring - Cool Whip - Best Prices year,various,various
9836,Peanuts,various,various
9829,Automatic Vaporizer - See Varieties In Store,various,various
9823,Sliced charcuterie - see varieties in store,various,various
9741,Cut Carrots (Cocktail) Organic,various,various
9822,Dietal drink,various,various
9816,Body Cleaner - See Varieties In Store,various,various
9815,Meal Set - Stackers Lunch Mate,various,various
9811,Cat Food - Friskies,various,various
9808,CRETONS - Pack of 2 boxes,various,various
9863,Fruit Drink - See Varieties In Store,various,various
9862,Chocolates - Hershey's,various,various
9858,Cranberry Infused Water - PACT - See Varieties In stock,various,various
9855,Tomatoes,various,various
9853,Frozen chicken breast strips,various,various
9799,Semi-Boneless Smoked Ham - Olde Fashioned,various,various
9852,Ice cream,various,ice cream
9850,Green grapes without glitches - California - Category # 1,various,various
9849,Licorice,various,various
9848,"Toothbrush - Extra Clean - Saturday, August 31 only.- Limit of 4 - 99 ¢ The rest of the week or by item outside the limit",various,various
9847,Lip Balm - Baby Lips,various,various
9845,Celery - Quebec,various,various
9841,Vitamin C - 500 mg,various,various
9851,Non salty butter - Unnamed,various,various
9796,"Pizza with thin and crispy crispy frozen - Casa di mama - See varieties in store - Saturday, November 30 and Sunday 1 November only - Limit of 4 - $ 3.99 per additional item - $ 3.99 The rest of the week",pizza,pizza
9794,Bars,bar,bar
9788,Peanut Butter - All Natural,various,various
8722,Frozen Pancakes - EGGO - * Bonus 15 Points M,cake,cake
7678,Wiper - Spongenetowels,various,various
8425,Dry Sausage - Craftsman - View Varieties In-store,sausage,sausage
7615,Frozen thin crust pizza - Ristorante - See in store varieties,pizza,pizza
7630,Frozen waffles - EGGO,various,various
7628,"Chips - Saturday, July 13th only!- Limit of 4 - $ 4.49 The rest of the week or by item outside the limit",chip,chip
7625,Toothpaste - ordinary,various,various
7622,100% refrigerated juice mix - see varieties in store - * Bonus 20 points m,juice,juice
7619,Biological mature - the United States or Mexico,various,various
7612,Rice jasmine,various,various
7581,Frozen meal - Stouffer's,various,various
7607,Chocolate,various,various
7606,Creamy and sweet coffee,various,various
7600,Peanut Butter - Creamy and Light - Saturday 29 and Sunday 30 September only - Limit of 4 - $ 4.99 The rest of the week or by item outside the limit,various,various
7598,Hygienic Towels - * Bonus 20 Points M,various,various
7597,Sliced charcuterie - see varieties in store,various,various
7589,Milk 1% lactose-free,various,various
7660,Powder preparation for infants - save up to $ 3,various,various
7658,Bars - Maxi Max,bar,bar
7657,Cats Food - Friskies - View Varieties in-store,various,various
7652,Black Forest Smoked Ham Without Nitrite Sliced,various,various
7649,Nail Polish - Classic,various,various
7648,Almond Drink - Natur-A,various,various
7669,Batteries - max,various,various
7647,Cookies - Saturday 15 and Sunday 16 December only - Limit of 4 - $ 2.99 The rest of the week or by article out of bound,various,various
7645,Antiperspirant or deodorant - axis,various,various
7644,Micellar water,various,various
7641,Refrigerated Lemonade - Quebec - View Varieties in-store,various,various
7631,Beer - Alexander Keith's,various,various
7646,Vitamin C,various,various
7570,Potato quarters cooked at the pot,various,various
7588,Rice jasmine,various,various
7571,Liquid soap,various,various
7680,Red Potatoes - From Quebec - Canada No 1,various,various
7704,Frozen Whipped Flooring - Cool Whip - Best Prices year,various,various
7728,Yogurt - Classical,yogurt,yogurt
7726,Fresh stuffed pasta - see varieties in store,various,various
7722,Cookies - Viva Puffs,various,various
7717,Peanut Butter - Creamy - Saturday 8th and Sunday 9 December only - Limit of 4 - $ 4.99 The rest of the week or by article out of bounds,various,various
7715,Deodorant - Axis,various,various
7714,Solar products,various,various
7700,Mounted coffee - McCafé,various,various
7667,"Jam, jelly, spread - see varieties in store",various,various
7695,Chocolate and Hazelnut Spread - President's Choice,various,various
7694,Refrigerated Juice Mix - Tropics - See Varieties In-store,juice,juice
7693,Bouillon with 30% less sodium - Campbell's - See in store varieties,various,various
7690,Frozen thin crust pizza - see varieties in store,pizza,pizza
7682,Partially skimmed milk 2% - Purfiltr,various,various
7681,Pasta - Cannelloni,various,various
7761,mozzarella cheese,cheese,cheese
7758,Black Forest Smoked Ham Without Nitrite Sliced,various,various
7754,Ice Cream - Real Cream - See Varieties In Store,various,ice cream
7753,Yogurt Style Balkan - Original - Buy 1 and get free 1 original Balkan style yogurt (650-750 g) worth $ 2.99.,yogurt,yogurt
7751,Spread,various,various
7749,Cake Mix - Classic,cake,cake
7676,Tissue Paper - Unnamed - Saturday 28th and Sunday 29 September only.- limit of 4 - $ 4.99 the rest of the week or by item outside the limit,various,various
7746,Chewing gum,various,various
7743,Red Potatoes - From Quebec - Canada No 1,various,various
7736,Peanut Butter,various,various
7734,Layers,various,various
7731,Nectar - See Varieties In store,various,various
7730,Cereal - Alpha-Bits - 50% discount,various,various
7729,"Chips - Saturday 8th and Sunday, February 9th only!- Limit of 4",chip,chip
7745,Chocolate,various,various
7762,Turkey strips Nature,various,various
7673,Beer in cans - * bonus 50 points m,various,various
9807,Licorice,various,various
9806,Soup - Gastronomy of the day,various,various
9805,"Toucher - Tiger - Saturday, July 14th only - Limit of 4 - $ 5.99 The rest of the week or by item outside the limit",various,various
10091,Cat Food - One,various,various
10163,Beer in cans - * bonus 50 points m,various,various
10166,"Mini-Tomatoes (Cherry, Miniature or Grape) Organic",various,various
10121,Tender Bars - Choco Max,bar,bar
10117,Frozen Pizza - Trabec,pizza,pizza
9875,Baby lotion,various,various
10102,Shampoo - * Except: Expert Collection,various,various
10092,Frozen Cake - Deep'n Delicious,cake,cake
10108,Wiper - Green,various,various
10094,Teaser,various,various
10096,Green or mixed peppers - naturally imperfect,various,various
10097,Dishwasher Detergent in Capsules - Powerball,various,various
10100,Salad Sauce - Miracle Whip,various,various
10106,Cheese bar - See varieties in store,bar,bar
10155,quinoa,various,various
10151,Chocolate - Lindor - Saturday 6th and Sunday 7th April alone - Limit of 4 - $ 2.99 The rest of the week or by item outside the limit,various,various
10148,Sparkling water flavored - see varieties in store,various,various
10120,Jam - see Varieties in store,various,various
10145,smoked salmon,various,various
10133,Pink Lady Apples - United States - Extra Category of Fantasy,various,various
10130,Soup Mix - Cup-a-Soup,various,various
10129,Snatcher,various,various
10126,Crackers - Good Thins,various,various
10125,SOCKEYE SALON FILLET WILD,various,various
10141,Spread,various,various
8728,Vegetable Pill - vegetation - See Varieties In Store,various,various
9866,Pasta - blue menu - see varieties in store,various,various
10107,"Seasoned fish fillets, frozen - See in store varieties",various,various
10110,Crunchy peanut butter,various,various
9804,Roasted and ground coffee - President's choice - See variety in-store,various,various
10211,tomato coulis,various,various
10248,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit,laundry,laundry
10216,Mini frozen breaded chicken nuggets - Pub style - Limit of 4 - $ 7.49 per additional item,various,various
10215,Cat Food - Friskies,various,various
10212,Liquid soap recharge,various,various
10111,Pasta - See Varieties In stock,various,various
10202,Disinfecting wipes,cleaning product,cleaning product
10199,Candy,various,various
10197,Frozen Smoked Atlantic Salmon,various,various
10195,Croissant,various,various
10193,Cereals - Kellogg's - View Varieties in-store,various,various
10243,Chocolate-hazelnut spread,various,various
10242,Ground Coffee - Gourmet,various,various
10241,Flavored milk,various,various
10174,Frozen Pizza - Traditional - Save $ 2,pizza,pizza
10240,Cheese - waterfowl,cheese,cheese
10235,Snatcher,various,various
10234,Drink for Sports - See Varieties In Store,various,various
10232,Cooking Chocolate - Chipits - View Varieties In-store,chip,chip
10227,Precooked rice,various,various
10224,Red Tomatoes of Serre - Quebec - Canada No. 1,various,various
10221,Biological Hass Lawyer - Mexico,various,various
10236,Frozen Pizza - Giuseppe - * Bonus 25 points,pizza,pizza
10173,Pulp Powder - Fleischman's,various,various
10172,Peanut Butter - Creamy,various,various
10168,fresh pasta stuffed,various,various
10114,"Jam, jelly, marmalade, spread - see varieties in store",various,various
10112,Liquid Laundry Detergent - Saturday 6th and Sunday 7 October Only - Limit of 4 - $ 5.99 The rest of the week or by item outside the limit,laundry,laundry
9594,Jam,various,various
9595,Frozen Farcie Crust Pizza,pizza,pizza
9597,"Toilet paper - Saturday, February 16th only - Limit of 4 - $ 5.99 The rest of the week or by article out of bounds",various,various
9521,Infused water drink and fruit juice - infusion - see in store varieties,juice,juice
9584,Rice - Quick & Good - View Varieties in store,various,various
9536,sweetened condensed milk,various,various
9534,"Jam, jelly, marmalade, spread - see varieties in store",various,various
9532,"chopped beef, skinny",various,various
9531,Sliced charcuterie - see varieties in store,various,various
9523,Frozen Rissolted Potato Sticks - From Thursday 22 to Sunday November 25th Only - The Rest of Week $ 1.99,various,various
9517,Organic Celery - United States,various,various
9598,Craquins - Vinta - See Varieties In stock,various,various
9515,Acetaminophen - Regular 325 mg,various,various
9510,Pineapple - from Costa Rica,various,various
9505,Apple Compote - Free,various,various
9583,Chopped of turkey chest,various,various
9582,Bleach,various,various
9580,Shampoo - T / GEL,various,various
9574,Vitamin C - 500 mg,various,various
9561,Jelly Taste - Snack Pack - See Varieties In Store,various,various
9589,Peanut Butter - All Natural,various,various
9558,Crackers - Crispers,various,various
9551,Beer - Mexico Beers - * Bonus 50 Points M,various,various
9550,Snatcher,various,various
9547,Frozen Pizza - Casa di Mama,pizza,pizza
9544,Cereal - Special K,various,various
9538,Tortilla motton,various,various
9537,Margarine with lawyer oil - * Bonus 25 points,various,various
9694,Acetaminophen - Regular 325 mg,various,various
9695,Peanut Butter - Creamy Lightweight,various,various
9697,"Batteries - Saturday, August 31 only.- limit of 4 - $ 13.63 the rest of the week or by article out of limit",various,various
9495,Chewing gum,various,various
9494,Frozen chicken nuggets,various,various
9493,"Toothbrush - Extra Clean - Saturday, August 31 only.- Limit of 4 - 99 ¢ The rest of the week or by item outside the limit",various,various
9681,Frozen cookware - see varieties in store,various,various
9601,Smoke chicken sausages,sausage,sausage
9605,Pale tuna,tuna,tuna
9608,spinach babies,various,various
9614,Yogurt - see varieties in store,yogurt,yogurt
9617,Frozen meal - VH,various,various
9618,Batteries - max,various,various
9619,Peanut butter - Natural crisp - Saturday 8th and Sunday 9th June only.- Limit of 4 - $ 4.99 The rest of the week or by item outside the limit.,various,various
9621,Cereal - Special K,various,various
9623,Denture cleaner,various,various
9626,Liquid soap,various,various
9634,Hygienic Paper - Waterfalls,various,various
9689,Gluten-free crackers - Breton - See in store varieties,various,various
9687,Craquins - Goldfish - Buy 2 and get the third third,various,various
9675,Ice Cream With Vanilla,various,ice cream
9492,Frozen Chicken Chest Burgers - Pub Style,various,various
9673,Instant Coffee - Taste's Choice - * Bonus 20 Points M,various,various
9668,"turkey, boneless chest",various,various
9592,Biscuits - Market Delights - See Varieties in-store,various,various
9666,Deodorant,various,various
9662,minced pork,various,various
9652,Cream 5%,various,various
9648,Licorice,various,various
9647,Dinner - Original,various,various
9641,Instant noodles,various,various
9637,tortillas,various,various
9663,paninis,various,various
9690,Salad Duo Kale and Spinach - the United States,various,various
9590,Dog Food - Dog Chow - See Varieties In Store,various,various
9587,Refrigerated fruit juice - Pure premium - See in store varieties,juice,juice
7773,Disinfecting wipes,cleaning product,cleaning product
7864,Mascara - Volum 'Express The Colossal,various,various
7870,Delicatessen - See Varieties in store,various,various
7394,Chocolate - Chocolaterie des Trappist Fathers - See Varieties In store,various,various
7953,Jam - Pure - View Varieties in store,various,various
7388,Fresh Atlantic salmon fillet,various,various
7389,Iced tea,various,various
7390,Pasta - Bistro,various,various
7393,Shampoo - Whole Blends - Saturday 17 and Sunday 18 August only.- $ 3.99 the rest of the week,various,various
7398,Chocolate bars - M & M's,bar,bar
7413,Hygienic Paper - Waterfalls,various,various
7400,Frozen Breaded Chicken Chest Fries - Pub Style,various,various
7414,Frozen chicken breast bits,various,various
7401,Ice Cream With Vanilla,various,ice cream
7403,Hygienic paper - VELOUR - Limit of 4 - $ 7.99 per additional item,various,various
7408,tomato coulis,various,various
7411,Acetaminophen - 650 mg arthritic pain,various,various
7416,Dough,various,various
7419,Litchis - Imported,various,various
7470,Oil air purifier - see varieties in store,various,various
7469,Grated Cheese - Unnamed - See Varieties In Store,cheese,cheese
7461,Biological Hass Lawyer - Mexico,various,various
7460,Jam - Smucker's,various,various
7458,Snatcher,various,various
7417,cranberry,various,various
7457,Frozen Pizza - Giuseppe,pizza,pizza
7452,Sour cream,various,various
7443,Barres - Chewy,bar,bar
7436,All-purpose flour - embodie xxx,various,various
7433,Dishwasher Detergent - Quantum,various,various
7429,Training Panties - Pull-UPS,various,various
7423,Biological Grape Tomatoes - Quebec,various,various
7456,Rice jasmine,various,various
7412,Hygienic buffers u,hygiene product,hygiene product
7474,A meatball stew,various,various
7484,Ice Sweets - Drumstick - View Varieties in-store,ice cream,ice cream
7510,Antiperspirant or Deodorant - Speed Stick,various,various
7526,Soup - Chunky,various,various
7524,Flavored milk,various,various
7521,Craquelins - Breton - See Varieties In stock,various,various
7520,Yogurt Balkan - Original - See Varieties In stock,yogurt,yogurt
7515,"Refrigerated orange juice, with pulps",juice,juice
7513,Refrigerated Beverage - Oasis Morning - See Varieties In Store,various,various
7509,Hygienic paper - limit of 4 - $ 8.99 per additional item,various,various
7478,Biological Hass Lawyer - Mexico,various,various
7508,waffles,various,various
7503,Frozen Whipping Pack - Cool Whip,various,various
7501,Frozen Whipped Flooring - Cool Whip - Best Prices year,various,various
7493,Lip Balm - Baby Lips,various,various
7528,Refrigerated lemonade,various,various
7557,Creamy and sweet coffee,various,various
7554,Iced tea,various,various
7552,Ice Cream With Vanilla,various,ice cream
7483,Dishwasher - View Varieties In store,various,various
7549,Fantasy molasses,various,various
7547,Ice cream,various,ice cream
7539,CUV CLEANER - 10X POWERFUL,various,various
7538,Almond Butter - Blue Menu,various,various
7533,Granola,various,various
7532,Marinade - See Varieties In store,various,various
7548,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit,laundry,laundry
7480,Creamy light peanut butter - save 50 ¢ with a good-discount in store,various,various
7955,All purpose flour,various,various
7958,Flooded Pizza - See Varieties In Store,pizza,pizza
7963,Organic tortilla moths,various,various
8385,Ice Cream With Vanilla,various,ice cream
8405,"chopped beef, skinny",various,various
8402,Honey - Naturalia,various,various
8400,Liquid soap,various,various
8393,Sliced charcuterie - see varieties in store,various,various
8390,Chicken Eggs Free - Gros Caliber,various,various
8386,Jam - Smucker's,various,various
8384,Frozen Breaded Chicken Chest Fries - Pub Style,various,various
8465,Frozen fruit - President's choice - See in-store variety,various,various
8382,Frozen dessert - Classical - Limit of 2 - $ 3.49 per additional item,various,various
8381,Ice Cream With Vanilla,various,ice cream
8380,Mouth rinse,various,various
8379,Pineapple - from Costa Rica,various,various
8376,Frozen Captain's Shell,various,various
8374,Frozen waffles - EGGO,various,various
8409,Pie crusts - see varieties in store,various,various
8410,Chocolate,various,various
8412,Crunchy bars - Special K,bar,bar
8451,Syrup for chocolate milk - Nesquik,various,various
8448,Licorice,various,various
8442,Cookies - Maxi Fruits - See Varieties In Store,various,various
8440,Hygienic paper - Fluff,various,various
8436,Vegetable Cocktail - Garden Cocktail,various,various
8432,"Fresh pork chops - Duo packaging (3 ribs, 3 tips of swagger)",various,various
8430,Frozen Pizza - Trabec,pizza,pizza
8421,Refrigerated fruit juice - Trop50 - See in store varieties,juice,juice
8420,Having dinner,various,various
8415,pineapple,various,various
8413,Wind flights,various,various
8453,Chocolate,various,various
8461,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit,laundry,laundry
8524,Rice jasmine,various,various
8500,Dishwasher Detergent - Quantum,various,various
