id,name,general_name
8425,Dry Sausage - Craftsman - View Varieties In-store,sausage
7615,Frozen thin crust pizza - Ristorante - See in store varieties,pizza
7630,Frozen waffles - EGGO,frozen
7628,"Chips - Saturday, July 13th only!- Limit of 4 - $ 4.49 The rest of the week or by item outside the limit",chip
7625,Toothpaste - ordinary,toothpaste
7622,100% refrigerated juice mix - see varieties in store - * Bonus 20 points m,juice
7619,Biological mature - the United States or Mexico,biological
7612,Rice jasmine,rice
7581,Frozen meal - Stouffer's,frozen
7607,Chocolate,chocolate
7606,Creamy and sweet coffee,creamy
7600,Peanut Butter - Creamy and Light - Saturday 29 and Sunday 30 September only - Limit of 4 - $ 4.99 The rest of the week or by item outside the limit,peanut
7598,Hygienic Towels - * Bonus 20 Points M,hygienic
7597,Sliced charcuterie - see varieties in store,sliced
7589,Milk 1% lactose-free,milk
7660,Powder preparation for infants - save up to $ 3,powder
7658,Bars - Maxi Max,bar
7657,Cats Food - Friskies - View Varieties in-store,cats
7652,Black Forest Smoked Ham Without Nitrite Sliced,black
7649,Nail Polish - Classic,nail
7648,Almond Drink - Natur-A,almond
7669,Batteries - max,batteries
7647,Cookies - Saturday 15 and Sunday 16 December only - Limit of 4 - $ 2.99 The rest of the week or by article out of bound,cookies
7645,Antiperspirant or deodorant - axis,antiperspirant
7644,Micellar water,micellar
7641,Refrigerated Lemonade - Quebec - View Varieties in-store,refrigerated
7631,Beer - Alexander Keith's,beer
7646,Vitamin C,vitamin
7570,Potato quarters cooked at the pot,potato
7588,Rice jasmine,rice
7571,Liquid soap,liquid
7680,Red Potatoes - From Quebec - Canada No 1,red
7704,Frozen Whipped Flooring - Cool Whip - Best Prices year,frozen
7728,Yogurt - Classical,yogurt
7726,Fresh stuffed pasta - see varieties in store,fresh
7722,Cookies - Viva Puffs,cookies
7717,Peanut Butter - Creamy - Saturday 8th and Sunday 9 December only - Limit of 4 - $ 4.99 The rest of the week or by article out of bounds,peanut
7715,Deodorant - Axis,deodorant
7714,Solar products,solar
7700,Mounted coffee - McCafé,mounted
7667,"Jam, jelly, spread - see varieties in store","jam,"
7695,Chocolate and Hazelnut Spread - President's Choice,chocolate
7694,Refrigerated Juice Mix - Tropics - See Varieties In-store,juice
7693,Bouillon with 30% less sodium - Campbell's - See in store varieties,bouillon
7690,Frozen thin crust pizza - see varieties in store,pizza
7682,Partially skimmed milk 2% - Purfiltr,partially
7681,Pasta - Cannelloni,pasta
7761,mozzarella cheese,cheese
7758,Black Forest Smoked Ham Without Nitrite Sliced,black
7754,Ice Cream - Real Cream - See Varieties In Store,ice cream
7753,Yogurt Style Balkan - Original - Buy 1 and get free 1 original Balkan style yogurt (650-750 g) worth $ 2.99.,yogurt
7751,Spread,spread
7749,Cake Mix - Classic,cake
7676,Tissue Paper - Unnamed - Saturday 28th and Sunday 29 September only.- limit of 4 - $ 4.99 the rest of the week or by item outside the limit,tissue
7746,Chewing gum,chewing
7743,Red Potatoes - From Quebec - Canada No 1,red
7736,Peanut Butter,peanut
7734,Layers,layers
7731,Nectar - See Varieties In store,nectar
7730,Cereal - Alpha-Bits - 50% discount,cereal
7729,"Chips - Saturday 8th and Sunday, February 9th only!- Limit of 4",chip
7745,Chocolate,chocolate
7762,Turkey strips Nature,turkey
7673,Beer in cans - * bonus 50 points m,beer
9807,Licorice,licorice
9806,Soup - Gastronomy of the day,soup
9805,"Toucher - Tiger - Saturday, July 14th only - Limit of 4 - $ 5.99 The rest of the week or by item outside the limit",toucher
10091,Cat Food - One,cat
10163,Beer in cans - * bonus 50 points m,beer
10166,"Mini-Tomatoes (Cherry, Miniature or Grape) Organic",mini-tomatoes
10121,Tender Bars - Choco Max,bar
10117,Frozen Pizza - Trabec,pizza
9875,Baby lotion,baby
10102,Shampoo - * Except: Expert Collection,shampoo
10092,Frozen Cake - Deep'n Delicious,cake
10108,Wiper - Green,wiper
10094,Teaser,teaser
10096,Green or mixed peppers - naturally imperfect,green
10097,Dishwasher Detergent in Capsules - Powerball,dishwasher
10100,Salad Sauce - Miracle Whip,salad
10106,Cheese bar - See varieties in store,bar
10155,quinoa,quinoa
10151,Chocolate - Lindor - Saturday 6th and Sunday 7th April alone - Limit of 4 - $ 2.99 The rest of the week or by item outside the limit,chocolate
10148,Sparkling water flavored - see varieties in store,sparkling
10120,Jam - see Varieties in store,jam
10145,smoked salmon,smoked
10133,Pink Lady Apples - United States - Extra Category of Fantasy,pink
10130,Soup Mix - Cup-a-Soup,soup
10129,Snatcher,snatcher
10126,Crackers - Good Thins,crackers
10125,SOCKEYE SALON FILLET WILD,sockeye
10141,Spread,spread
8728,Vegetable Pill - vegetation - See Varieties In Store,vegetable
9866,Pasta - blue menu - see varieties in store,pasta
10107,"Seasoned fish fillets, frozen - See in store varieties",seasoned
10110,Crunchy peanut butter,crunchy
9804,Roasted and ground coffee - President's choice - See variety in-store,roasted
10211,tomato coulis,tomato
10248,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit,laundry
10216,Mini frozen breaded chicken nuggets - Pub style - Limit of 4 - $ 7.49 per additional item,mini
10215,Cat Food - Friskies,cat
10212,Liquid soap recharge,liquid
10111,Pasta - See Varieties In stock,pasta
10202,Disinfecting wipes,wipes
10199,Candy,candy
10197,Frozen Smoked Atlantic Salmon,frozen
10195,Croissant,croissant
10193,Cereals - Kellogg's - View Varieties in-store,cereals
10243,Chocolate-hazelnut spread,chocolate-hazelnut
10242,Ground Coffee - Gourmet,ground
10241,Flavored milk,flavored
10174,Frozen Pizza - Traditional - Save $ 2,pizza
10240,Cheese - waterfowl,cheese
10235,Snatcher,snatcher
10234,Drink for Sports - See Varieties In Store,drink
10232,Cooking Chocolate - Chipits - View Varieties In-store,chip
10227,Precooked rice,precooked
10224,Red Tomatoes of Serre - Quebec - Canada No. 1,red
10221,Biological Hass Lawyer - Mexico,biological
10236,Frozen Pizza - Giuseppe - * Bonus 25 points,pizza
10173,Pulp Powder - Fleischman's,pulp
10172,Peanut Butter - Creamy,peanut
10168,fresh pasta stuffed,fresh
10114,"Jam, jelly, marmalade, spread - see varieties in store","jam,"
10112,Liquid Laundry Detergent - Saturday 6th and Sunday 7 October Only - Limit of 4 - $ 5.99 The rest of the week or by item outside the limit,laundry
9594,Jam,jam
9595,Frozen Farcie Crust Pizza,pizza
9597,"Toilet paper - Saturday, February 16th only - Limit of 4 - $ 5.99 The rest of the week or by article out of bounds",toilet
9521,Infused water drink and fruit juice - infusion - see in store varieties,juice
9584,Rice - Quick & Good - View Varieties in store,rice
9536,sweetened condensed milk,sweetened
9534,"Jam, jelly, marmalade, spread - see varieties in store","jam,"
9532,"chopped beef, skinny",chopped
9531,Sliced charcuterie - see varieties in store,sliced
9523,Frozen Rissolted Potato Sticks - From Thursday 22 to Sunday November 25th Only - The Rest of Week $ 1.99,frozen
9517,Organic Celery - United States,organic
9598,Craquins - Vinta - See Varieties In stock,craquins
9515,Acetaminophen - Regular 325 mg,acetaminophen
9510,Pineapple - from Costa Rica,pineapple
9505,Apple Compote - Free,apple
9583,Chopped of turkey chest,chopped
9582,Bleach,bleach
9580,Shampoo - T / GEL,shampoo
9574,Vitamin C - 500 mg,vitamin
9561,Jelly Taste - Snack Pack - See Varieties In Store,jelly
9589,Peanut Butter - All Natural,peanut
9558,Crackers - Crispers,crackers
9551,Beer - Mexico Beers - * Bonus 50 Points M,beer
9550,Snatcher,snatcher
9547,Frozen Pizza - Casa di Mama,pizza
9544,Cereal - Special K,cereal
9538,Tortilla motton,tortilla
9537,Margarine with lawyer oil - * Bonus 25 points,margarine
9694,Acetaminophen - Regular 325 mg,acetaminophen
9695,Peanut Butter - Creamy Lightweight,peanut
9697,"Batteries - Saturday, August 31 only.- limit of 4 - $ 13.63 the rest of the week or by article out of limit",batteries
9495,Chewing gum,chewing
9494,Frozen chicken nuggets,frozen
9493,"Toothbrush - Extra Clean - Saturday, August 31 only.- Limit of 4 - 99 ¢ The rest of the week or by item outside the limit",toothbrush
9681,Frozen cookware - see varieties in store,frozen
9601,Smoke chicken sausages,sausage
9605,Pale tuna,tuna
9608,spinach babies,spinach
9614,Yogurt - see varieties in store,yogurt
9617,Frozen meal - VH,frozen
9618,Batteries - max,batteries
9619,Peanut butter - Natural crisp - Saturday 8th and Sunday 9th June only.- Limit of 4 - $ 4.99 The rest of the week or by item outside the limit.,peanut
9621,Cereal - Special K,cereal
9623,Denture cleaner,denture
9626,Liquid soap,liquid
9634,Hygienic Paper - Waterfalls,hygienic
9689,Gluten-free crackers - Breton - See in store varieties,gluten-free
9687,Craquins - Goldfish - Buy 2 and get the third third,craquins
9675,Ice Cream With Vanilla,ice cream
9492,Frozen Chicken Chest Burgers - Pub Style,frozen
9673,Instant Coffee - Taste's Choice - * Bonus 20 Points M,instant
9668,"turkey, boneless chest","turkey,"
9592,Biscuits - Market Delights - See Varieties in-store,biscuits
9666,Deodorant,deodorant
9662,minced pork,minced
9652,Cream 5%,cream
9648,Licorice,licorice
9647,Dinner - Original,dinner
9641,Instant noodles,instant
9637,tortillas,tortillas
9663,paninis,paninis
9690,Salad Duo Kale and Spinach - the United States,salad
9590,Dog Food - Dog Chow - See Varieties In Store,dog
9587,Refrigerated fruit juice - Pure premium - See in store varieties,juice
7773,Disinfecting wipes,wipes
7864,Mascara - Volum 'Express The Colossal,mascara
7870,Delicatessen - See Varieties in store,delicatessen
7394,Chocolate - Chocolaterie des Trappist Fathers - See Varieties In store,chocolate
7953,Jam - Pure - View Varieties in store,jam
7388,Fresh Atlantic salmon fillet,fresh
7389,Iced tea,iced
7390,Pasta - Bistro,pasta
7393,Shampoo - Whole Blends - Saturday 17 and Sunday 18 August only.- $ 3.99 the rest of the week,shampoo
7398,Chocolate bars - M & M's,bar
7413,Hygienic Paper - Waterfalls,hygienic
7400,Frozen Breaded Chicken Chest Fries - Pub Style,frozen
7414,Frozen chicken breast bits,frozen
7401,Ice Cream With Vanilla,ice cream
7403,Hygienic paper - VELOUR - Limit of 4 - $ 7.99 per additional item,hygienic
7408,tomato coulis,tomato
7411,Acetaminophen - 650 mg arthritic pain,acetaminophen
7416,Dough,dough
7419,Litchis - Imported,litchis
7470,Oil air purifier - see varieties in store,oil
7469,Grated Cheese - Unnamed - See Varieties In Store,cheese
7461,Biological Hass Lawyer - Mexico,biological
7460,Jam - Smucker's,jam
7458,Snatcher,snatcher
7417,cranberry,cranberry
7457,Frozen Pizza - Giuseppe,pizza
7452,Sour cream,sour
7443,Barres - Chewy,bar
7436,All-purpose flour - embodie xxx,all-purpose
7433,Dishwasher Detergent - Quantum,dishwasher
7429,Training Panties - Pull-UPS,training
7423,Biological Grape Tomatoes - Quebec,biological
7456,Rice jasmine,rice
7412,Hygienic buffers u,hygienic
7474,A meatball stew,a
7484,Ice Sweets - Drumstick - View Varieties in-store,ice
7510,Antiperspirant or Deodorant - Speed Stick,antiperspirant
7526,Soup - Chunky,soup
7524,Flavored milk,flavored
7521,Craquelins - Breton - See Varieties In stock,craquelins
7520,Yogurt Balkan - Original - See Varieties In stock,yogurt
7515,"Refrigerated orange juice, with pulps",juice
7513,Refrigerated Beverage - Oasis Morning - See Varieties In Store,refrigerated
7509,Hygienic paper - limit of 4 - $ 8.99 per additional item,hygienic
7478,Biological Hass Lawyer - Mexico,biological
7508,waffles,waffles
7503,Frozen Whipping Pack - Cool Whip,frozen
7501,Frozen Whipped Flooring - Cool Whip - Best Prices year,frozen
7493,Lip Balm - Baby Lips,lip
7528,Refrigerated lemonade,refrigerated
7557,Creamy and sweet coffee,creamy
7554,Iced tea,iced
7552,Ice Cream With Vanilla,ice cream
7483,Dishwasher - View Varieties In store,dishwasher
7549,Fantasy molasses,fantasy
7547,Ice cream,ice cream
7539,CUV CLEANER - 10X POWERFUL,cuv
7538,Almond Butter - Blue Menu,almond
7533,Granola,granola
7532,Marinade - See Varieties In store,marinade
7548,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit,laundry
7480,Creamy light peanut butter - save 50 ¢ with a good-discount in store,creamy
7955,All purpose flour,all
7958,Flooded Pizza - See Varieties In Store,pizza
7963,Organic tortilla moths,organic
8385,Ice Cream With Vanilla,ice cream
8405,"chopped beef, skinny",chopped
8402,Honey - Naturalia,honey
8400,Liquid soap,liquid
8393,Sliced charcuterie - see varieties in store,sliced
8390,Chicken Eggs Free - Gros Caliber,chicken
8386,Jam - Smucker's,jam
8384,Frozen Breaded Chicken Chest Fries - Pub Style,frozen
8465,Frozen fruit - President's choice - See in-store variety,fruit
8382,Frozen dessert - Classical - Limit of 2 - $ 3.49 per additional item,frozen
8381,Ice Cream With Vanilla,ice cream
8380,Mouth rinse,mouth
8379,Pineapple - from Costa Rica,pineapple
8376,Frozen Captain's Shell,frozen
8374,Frozen waffles - EGGO,frozen
8409,Pie crusts - see varieties in store,pie
8410,Chocolate,chocolate
8412,Crunchy bars - Special K,bar
8451,Syrup for chocolate milk - Nesquik,syrup
8448,Licorice,licorice
8442,Cookies - Maxi Fruits - See Varieties In Store,fruit
8440,Hygienic paper - Fluff,hygienic
8436,Vegetable Cocktail - Garden Cocktail,vegetable
8432,"Fresh pork chops - Duo packaging (3 ribs, 3 tips of swagger)",fresh
8430,Frozen Pizza - Trabec,pizza
8421,Refrigerated fruit juice - Trop50 - See in store varieties,juice
8420,Having dinner,having
8415,pineapple,pineapple
8413,Wind flights,wind
8453,Chocolate,chocolate
8461,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit,laundry
8524,Rice jasmine,rice
8500,Dishwasher Detergent - Quantum,dishwasher
8467,Chips - Unnamed,chip
8472,Frozen Calzones - See Varieties in-store,frozen
8474,Biological raspberries - the United States or Mexico,biological
8475,Cleansing Wipes - Marcell,wipes
8478,Hygienic paper - Fluff,hygienic
8479,Chips - Poppables - View varieties in store,chip
8481,"Beef, roasted, round interior","beef,"
8485,Rice jasmine,rice
8490,Cats Food - Proactive Health,cats
8491,Frozen fruit - President's choice - See in-store variety,fruit
8493,Frozen chicken straps - pub style,frozen
8498,Pure Maple Syrup - Canada Category A,pure
8499,Peanut Butter - Natural Crunchy - Saturday 25th and Sunday May 26th Only - Limit of 4 - $ 4.99 The rest of the week or by item outside the limit.,peanut
8501,Garbage bags - see varieties in store,garbage
8512,Slim and crispy crust pizza frozen,pizza
8523,Vegetable Pill - vegetation - See Varieties In Store,vegetable
8520,Cereal - Froot Loops,cereal
8519,Magical eraser,magical
8516,Toilet paper - VELOUR - SATURDAY 1 JUNE ONLY.- Limit of 4 - $ 5.99 The rest of the week or by item outside the limit.,toilet
8515,Cornichons - Bick's - See Varieties in-store,cornichons
8462,Honey,honey
8511,Cookies - Goglu,cookies
8510,Frozen fruits - President's choice,fruit
8506,Sliced charcuterie - see varieties in store,sliced
8505,Black Forest Smoked Ham Without Nitrite Sliced,black
8504,spinach babies,spinach
8503,canned corn,canned
7485,Cheese - Mozzarella,cheese
7387,Pink Lady Apples - United States - Extra Category of Fantasy,pink
7872,paninis,paninis
7803,Eye Tracer - Infallible,eye
7813,Toothbrush - twister,toothbrush
7811,Chicken Tournedos with Frozen Bacon - Save $ 3 When Buying 2 Frozen Products at $ 10 or $ 15,chicken
7809,Frozen waffles - EGGO,frozen
7808,Red Potatoes - From Quebec - Canada No 1,red
7806,Kaiser breads,kaiser
7801,Pasta,pasta
7777,"Cereal - Lucky Charms - Save $ 1 - * $ 4.99 Without Coupon - 1 Coupon Limit by Purchase, By Customer",cereal
7788,Chip,chip
7787,Rice - Express Bistro - See Varieties In Store,rice
7781,Chips - full of flavor,chip
7854,Smoked sausages - natural,sausage
7853,Hazelnut spreads and chocolate - * Bonus 20 points M,hazelnut
7842,Apple Compote - Free,apple
7839,Apple Compote - Free,apple
7838,smoked salmon,smoked
7837,Frozen breast breast croquettes - premium - Buy 2 and get the third third,frozen
7861,Apple juice and refrigerated pear - Quebec,juice
7835,"Cereal - Lucky Charms - Save $ 1 - * $ 4.99 Without Coupon - 1 Coupon Limit by Purchase, By Customer",cereal
7826,Accompanying dish - Side Kicks,accompanying
7825,Disinfecting wipes,wipes
7818,"Cereal - All-Bran - save $ 1 - * $ 3.99 without coupon - 1 coupon limit by purchase, by customer",cereal
7816,Solar products,solar
7815,Margarine,margarine
7830,Textile softening in leaves,textile
7569,Hygienic paper - limit of 4 - $ 7.99 per additional item,hygienic
7563,HALAL chicken smoked sausages,sausage
7778,Lince-Mouth - Ultra Clean,lince-mouth
7775,tomato coulis,tomato
7381,Smoked sausages coated with frozen dough - Original - * 50 Points Bonus m,sausage
7896,Frozen Pizza - Trabec,pizza
7908,Frozen Pizza - Trabec,pizza
7907,Tuna cubes for frozen poker bowl,tuna
7901,Biscuits - see varieties in store,biscuits
7898,UHT milk - Chokéo - See in store varieties,uht
7893,Cracks - Ritz,cracks
7860,Frozen Cake - Deep'n Delicious,cake
7892,Crunchy natural peanut butter,crunchy
7891,Frozen Pizza - Casa di Mama - View Varieties in-store - Saturday 20th and Sunday 21 July Only - Limit of 4 - $ 3.99 per additional item,pizza
7883,K-Cup bucket coffee,k-cup
7881,Craquins - Goldfish - Buy 2 and get the third third,craquins
7878,Stores - View Varieties In stock,stores
7877,Turkey flakes,turkey
7952,"Peanut butter - creamy and light - 25 miles as a bonus for the purchase of 4. - Friday, May 17th only!",peanut
7940,Instant Rice - See Varieties In Store,instant
7936,Leeks - from France and / or Belgium,leeks
7930,Lemons,lemons
7863,yellow onions,yellow
7926,Textile softening in leaves,textile
7924,Peanut Butter - All Natural - Saturday 8th and Sunday 9 December Only - Limit of 4 - $ 4.99 The rest of the week or by article out of bound,peanut
7923,Frozen fruit - President's choice - See in-store variety,fruit
7916,Nutritional Supplement HyperProteié - Protilife,nutritional
7914,Fruit juice,juice
7913,Ground Coffee - Gourmet,ground
7911,Bagels - POM,bagels
7925,Frozen Panated Chicken Sugges - Pub Style - View Varieties in Store - Limit of 4 - $ 6.99 per Extra Article,frozen
7770,Ice Dessert - Classic - See Varieties In Store,ice
7862,Acetaminophen - Regular 325 mg,acetaminophen
7562,Red mangoes,red
7299,Rice Chips - Crispy Minis,chip
7300,Antisodorific or deodorant,antisodorific
7229,spinach babies,spinach
7247,Frozen Pizza - Casa di Mama,pizza
7244,Black plums - the United States and / or Spain - Category # 1 - Ordinary price: $ 4.99,black
7243,waffles,waffles
7242,Cotton swabs,cotton
7240,Tomatoes,tomatoes
7238,Blueberries - Peru and / or Argentina - Category # 1,blueberries
7228,"Boneless duck breast, with skin - Brome lake",boneless
7301,Honey - President's Choice - See Varieties In Store,honey
7225,Cheese bar - Unnamed - limit of 4 - $ 5.49 per additional item,bar
7222,Rice,rice
7217,Scented Rice - See Varieties In Store,scented
7213,Jam - Smucker's,jam
7212,Orange peppers - Quebec - Canada # 1,orange
7206,Crunchy peanut butter,crunchy
7249,Disinfecting wipes,wipes
7280,Dip,dip
7277,Frozen Dinner - Bistro Crustini,frozen
7274,Refrigerated fruit juice - health break,juice
7270,Sliced cheese product - Velveeta,cheese
7267,Hot Chocolate Mix - Carnation,hot
7292,Red Potatoes - From Quebec - Canada No 1,red
7266,Ground coffee - * Bonus 20 points m,ground
7261,Honey - Unnamed,honey
7257,Frozen Burgers - Gluten Free - See Varieties In-store,frozen
7255,Hygienic paper - Fluff,hygienic
7252,"Energy Drink - Saturday, November 30 and Sunday December 1st!- limit of 4 - $ 7.99 the rest of the week or by article out of bounds",energy
7251,Alcoholic drink,alcoholic
7250,mozzarella cheese,cheese
7262,Rinse Agent - Jet Dry - * Bonus 40 Points M,rinse
7379,vegetable shortening,vegetable
7205,Nectar,nectar
7202,Chips - Poppables - View varieties in store,chip
7286,Wiper - Max,wiper
7371,Cheese snacks - Nanö,cheese
7303,Pasta - See Varieties In stock,pasta
7304,RECHARGES OF POSTS - Duster - See in store varieties,recharges
7308,Bars,bar
7310,Jam - Pure,jam
7313,Fruit Drink - See Varieties In Store,fruit
7314,Sink Cleaner - See Varieties In Store,sink
7319,"Ice Cream - True Cream - Buy 2 and Get 1 Gaudet Tart (500 g), $ 2.99 worth $ 2.99",ice cream
7324,Frozen Pizza - Traditional - Save $ 2,pizza
7325,Raisin bread,raisin
7327,Jam - Smucker's,jam
7328,Litter for cats,litter
7332,Biological Strawberries - United States - Category # 1,biological
7333,Refrigerated fruit juice - see varieties in store,juice
7340,Black Forest Smoked Ham Without Nitrite Sliced,black
7369,Bread - From Italiano - See Varieties in-store,bread
7364,parmigiano cheese,cheese
7362,"Frozen meal - Stouffer's - Thursday 21st to Saturday, February 23th only.- The rest of the week $ 1.99",frozen
7361,Soup - Vegetables,soup
7358,"Flooded Pizza - Slim and crispy crust - Saturday 4th and Sunday, only January 5th - Limit of 3",pizza
7294,Red Potatoes - From Quebec - Canada No 1,red
7356,Chocolates - Ferrero Collection,chocolates
7350,Pasta - See Varieties In stock,pasta
7349,Deodorant - see varieties in store,deodorant
7345,CRETONS - Pack of 2 boxes,cretons
7344,Window cleaner - good friend,window
7343,Puree of organic apples - the choice of the president,puree
7341,Ice Dessert - Classic - See Varieties In Store,ice
7351,Carrots Nantes - Quebec,carrots
7376,"Peanut butter - crunchy - Saturday 23 and Sunday, November 24th only!- limit of 4 - $ 4.99 the rest of the week or by article out of bounds",peanut
13145,Rice jasmine,rice
13139,Cookies - Goglu,cookies
3694,K-Cup bucket coffee,k-cup
11392,Jam - Smucker's,jam
11348,Fondue at Parmesan,fondue
11349,Antisodorific or deodorant,antisodorific
11385,Chips - Poppables - View varieties in store,chip
11387,Licorice,licorice
11390,Antisodorific or deodorant,antisodorific
11399,Honey - President's Choice - See Varieties In Store,honey
11427,Frozen vegetables - President's choice,frozen
11403,Peanut Butter - All Natural,peanut
11408,Barres - Protilife,bar
11412,Frozen pie crusts,frozen
11421,Biscuits - Supreme,biscuits
11422,Chocolate and Hazelnut Spread - President's Choice,chocolate
11347,Tissue Papers - Pack of 6 Boxes,tissue
11278,Bars,bar
11277,Meal replacement,meal
11266,Disinfecting wipes,wipes
11265,Cereal - Mini Wheats,cereal
11262,Snatcher,snatcher
11259,Window cleaner,window
11281,Frozen chicken straps - pub style,frozen
11258,Deodorant - Speed Stick,deodorant
11256,sports drink,sports
11250,Peanut Butter - All Natural,peanut
11249,bagels,bagels
11247,Liquid fabric softener,liquid
11236,Tomato Pastry - See Varieties In Store,tomato
11233,"Peanut Butter - Creamy - Saturday, February 16th only - Limit of 4 - $ 4.99 The rest of the week or by article out of bound",peanut
11257,Frozen breast breast croquettes - premium - Buy 2 and get the third third,frozen
11439,Onions - from Quebec - Canada No 1,onions
11424,K-Cup bucket coffee,k-cup
11292,Gas Drink - Diet Coke - 50% off,gas
11228,Freezing bags - pack of 3 boxes,freezing
11227,Cereal - Croque Nature,cereal
11110,Marshmallows - Unnamed - See Varieties in Store,marshmallows
11098,Legumes - See Varieties In Store,legumes
11100,Blanching Blandes - 3D White Vivid,blanching
11104,Cereal - Life,cereal
11107,Sliced charcuterie - see varieties in store,sliced
11384,Wiper - Unnamed,wiper
11109,Prosciutto,prosciutto
11116,Cereal - Croque Nature,cereal
11136,Instant Coffee - Rich - Saturday 24th and Sunday 25 November Only - Limit of 4 - $ 4.99 The rest of the week or by article out of bounds,instant
11121,Vegetable Cocktail - Garden Cocktail,vegetable
11123,Partially skimmed milk 2% - Purfiltre - * Bonus 20 points m,partially
11125,Peanut butter - crunchy - Saturday 20 and Sunday 21 July only.- limit of 4 - $ 4.99 the rest of the week or by item outside the limit,peanut
11230,cracker,cracker
11352,"Buffered corn - Saturday 13th and Sunday, October 14th only - Limit of 4",buffered
11353,Textile softening in leaves,textile
11354,Capillary Color - Natural Instincts,capillary
11355,Liquid Laundry Detergent - * Bonus 25 Points M,laundry
11358,Apple snack - Irresistibles Wellness - See Varieties in-store,apple
11361,Capocollo,capocollo
11364,Disinfecting wipes,wipes
11365,Ice cream - Cremerie style - See in store varieties,ice cream
11366,Peanut Butter - All Natural,peanut
11370,"White eggs, category A - Saturday, August 31 only - Limit of 2 - $ 2.29 per item Suplementary - $ 2.49 The rest of the week",white
11373,Cereal - Alpha-Bits - 50% discount,cereal
11375,Organic blueberries,organic
11376,Toothpaste - Anticracticity Protection,toothpaste
11379,Treats - See Varieties In-store,treats
11380,Frozen Dinner - Bistro Crustini,frozen
11383,English muffins,english
11285,Pellets - see varieties in store,pellets
11344,Yogurt,yogurt
11510,Frozen Pizza - Trabec,pizza
2983,Ice Cream With Vanilla,ice cream
3016,Yogurt - Source - See Varieties in-store,yogurt
2974,Cookie mix,cookie
2977,Red Potatoes - From Quebec - Canada No 1,red
2979,Frozen Pancakes - EGGO - * Bonus 15 Points M,cake
2982,Marmalade - Buy 2 and get 1 FREE 1 peanut butter (500 g),marmalade
2985,Honey - President's Choice - See Varieties In Store,honey
3011,Acetaminophen - Regular 325 mg,acetaminophen
2994,Frozen thin crust pizza - Giuseppe - View in store varieties,pizza
2917,Battery,battery
2996,Frozen duck - Category Utility,frozen
2999,Yogurt - Activia - View Varieties in-store,yogurt
3003,Organic red grapes without glitches - California,organic
3006,squash,squash
2913,Red Potatoes - From Quebec - Canada No 1,red
2905,Taco shells,taco
2820,Frozen Pizza - Ristorante - Saturday 9th and Sunday 10 February Only - Limit of 4 - $ 6.99 The rest of the week or by article out of bounds,pizza
2821,Boneless Palette Low Roast - from Beef Canada AA or a higher category or USDA SELECT,boneless
2822,Antiperspirants - see varieties in store,antiperspirants
2823,Batteries - Saturday 19 and Sunday May 20th Only - Limit of 4 - $ 15.19 The rest of the week or by article out of bounds,batteries
2825,Fresh Atlantic salmon fillet,fresh
2826,Tartinade Hoummos,tartinade
2829,Frozen fruit - President's choice - See in-store variety,fruit
2830,Lince-Mouth - Total Care,lince-mouth
2832,Snatcher,snatcher
2836,Jam,jam
2837,Frozen Pizza - Giuseppe,pizza
2838,Donuts,donuts
2844,Peanut Butter - All Natural - Saturday 8th and Sunday 9 December Only - Limit of 4 - $ 4.99 The rest of the week or by article out of bound,peanut
2846,Kiwis - from Italy and / or Greece,kiwis
2847,Frozen Chicken Chest Burgers,frozen
3007,Cranberry Infused Water - PACT - See Varieties In stock,cranberry
2972,Ice Sweets - Drumstick - View Varieties in-store,ice
11331,Layers - Sizes 1-6,layers
11305,Toothpaste - Advance White,toothpaste
7189,Refrigerated Beverage - Oasis Morning - See Varieties In Store,refrigerated
11309,Sliced charcuterie - see varieties in store,sliced
11295,Brie - Alexis de Portneuf - See Varieties in-store - Lowest price of the year,brie
11301,Frozen Tour - Duo Package,frozen
11303,Refrigerated dessert,refrigerated
11308,Refrigerated Beverage - Oasis Morning - See Varieties In Store,refrigerated
2969,Cheese - Oka Signature,cheese
11314,Hand drawn pizza frozen,pizza
11286,Cretonnaire - View Varieties in store,cretonnaire
11315,Flavored pale tuna,tuna
11322,Gassed source water,gassed
11323,coconut water,coconut
11325,Hamburger breads,hamburger
7188,"Toothpaste - Saturday 7 and Sunday, December 8th only!- limit of 4 - 99 ¢ the rest of the week or by article out of bounds",toothpaste
7185,Peanut Butter - Creamy,peanut
2923,Ice Cream - Real Cream - See Varieties In Store,ice cream
2929,Frozen breaded fish fillets - Pub classics,frozen
2933,Disinfecting wipes,wipes
2943,"shrimp, big","shrimp,"
2949,Instant Gruau - See Varieties In Store,instant
2950,Hygienic buffers - Pearl,hygienic
2953,Capillary Color - Excellency,capillary
2954,Chocolate syrup - Nesquik,chocolate
2960,Mortadelle,mortadelle
2961,Refrigerated lemonade,refrigerated
2964,Shampoo - See Varieties In Store,shampoo
2965,Drain opener,drain
11129,Frozen Whipped Flooring - Cool Whip - Best Prices year,frozen
