id,name,general_name
12476,"Peanut Butter - Creamy - Saturday, February 16th only - Limit of 4 - $ 4.99 The rest of the week or by article out of bound",various
12316,nectarines,various
12320,Pasta,various
12323,Eyeshadow - Expert Wear,various
12324,Smoked sausages coated with frozen dough - Original - * 50 Points Bonus m,sausage
12325,Laundry Liquid Detergent - Simply - Limit of 4 - $ 4.99 per additional item,laundry
12327,Sliced charcuterie - see varieties in store,various
12376,Liquid soap recharge,various
12370,Cereal - Special K,various
12362,Capillary Products - Members price: $ 2.99,various
12358,Chocolate - Chocolaterie des Trappist Fathers - See Varieties In store,various
12357,Frozen breaded chicken nuggets - pub style - limit of 4 - $ 6.99 per additional item,various
12347,Shrimp for frozen salad - Seaquest,various
12381,Noodles - See Varieties In Store,various
12343,Frozen fruit - President's choice - See in-store variety,various
12341,Frozen puff pastry,various
12340,Ice Cream - Real Cream - See Varieties In Store,various
12339,Capillary Color - Preference,various
12459,tortillas,various
12448,Litter for cats,various
8227,"Hygienic paper - Original - Saturday, July 13th only!- Limit of 4 - $ 5.99 The rest of the week or by item outside the limit",various
12398,Ice Cream With Vanilla,various
12418,Chicken Tournedos with Frozen Bacon - $ 3 Discount for Buying 2 products at $ 10 or $ 15,various
12414,"Toothbrush - Extra Clean - Saturday, August 31 only.- Limit of 4 - 99 ¢ The rest of the week or by item outside the limit",various
12412,Laundry detergent,laundry
12409,Frozen waffles - EGGO,various
12404,Beer - Mexico Beers - * Bonus 50 Points M,various
12403,Napkins,various
12397,Frozen Whole Duck - Brome Lake - Category A,various
12450,White Eggs Omega-3 - Gros Caliber,various
12395,Fresh salad mix - see varieties in store,various
12392,Wipes,cleaning product
12385,Peanut Butter - All Natural - Saturday 8th and Sunday 9 December Only - Limit of 4 - $ 4.99 The rest of the week or by article out of bound,various
10265,Coffee in Capsules - Nabob,various
10258,Refrigerated sausage dough,sausage
10256,Rice,various
12419,"Charcuterie, Prosciutto / Parma ham",various
12427,Biological Grape Tomatoes - Quebec,various
12432,Carrots - Quebec - 50% discount,various
12434,Frozen Pizza - Giuseppe,pizza
12440,Red Potatoes - From Quebec - Canada No 1,various
12471,Licorice,various
12469,Lunch,various
12468,Grape Bread With Cinnamon - POM - See Varieties In Store,various
12467,Rouge delicious apples - from the United States,various
12466,Organic salsa sauce - see varieties in store,various
12464,Shaving Cream - Foamy,various
12463,Fruit snack - Gushers - See in store varieties,various
12456,yogurt nature,yogurt
12455,Velvety,various
12452,Donut holes Vanilla cake and nutella dip,cake
8153,Organic Celery - United States,various
8027,"Jam, jelly, marmalade, spread - see varieties in store",various
8018,"Peanut Butter - Creamy - Saturday, February 16th only - Limit of 4 - $ 4.99 The rest of the week or by article out of bound",various
8559,Roast French unparalleled,various
8532,pistaches in fair,various
8534,Hot Chocolate Mix - Carnation - * Bonus 15 Points M,various
8536,English muffins,various
8539,Biological Hass Lawyer - Mexico,various
8547,Rouge delicious apples - from the United States,various
8548,Frozen cooled lobster flesh,various
8575,Gluten-Free Crustles - Crispy Minis - View Varieties In Store,various
8620,Meal Set - Mate Lunch,various
8561,"Gas Drink - 7-Up, 7-Up Diet - See Varieties In Store",various
8569,Cottage cheese,various
8570,Chocolate treatments - Mini,various
8571,Ground Coffee - Saturday 6th and Sunday 7 October Only - Limit of 4 - $ 7.99 The rest of the week or by item outside the limit,various
8574,Ice Cream - Real Cream - See Varieties In Store,various
8555,apples,various
8371,Soap,various
8580,Red Potatoes - From Quebec - Canada No 1,various
8585,Wiper - Max - Saturday 4 and Sunday May 5th only.- Limit of 4 - $ 5.99 The rest of the week or by item outside the limit.,various
8617,Frozen cooked dishes,various
8615,Red Potatoes - From Quebec - Canada No 1,various
8614,bitter chocolate,various
8612,Acetaminophen - Regular 325 mg,various
8607,Peanut butter - creamy and light - Saturday 8th and Sunday 9 June only.- Limit of 4 - $ 4.99 The rest of the week or by item outside the limit.,various
8605,Dog Food - First Nutrition - Save $ 2.00 with a good-discount in store,various
8584,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit,laundry
8604,Ice Cream - Häagen-Dazs,various
8594,Dishwasher Detergent in Capsules - Powerball,various
8592,Curious cabbage - of Quebec or Mexico,various
8591,Frozen beef pate,various
8590,Pasta without wheat / gluten free,various
8588,Ice Cream With Vanilla,various
8619,Vegetable Chips - Crisps,chip
8625,Cookies - The decadent - * Buy 2 and get 500 points,various
8020,Peanut Butter,various
8652,"White Eggs, Category A - Saturday 18 and Sunday 19 January Only - Limit of 2 - $ 2.29 per additional item - $ 2.69 The rest of the week",various
8664,Antisodorific or deodorant,various
8661,Plastic Film - Molding Pelli,various
8659,Pure BeauRivage maple syrup,various
8656,Tipper - Tiger - Limit of 4 - $ 6.99 per additional item,various
8654,Licorice,various
8653,Bars - Maxi Max,bar
8645,Tea - See Varieties In Store,various
8642,"Sausages coated with dough, frozen - Rolldog - save $ 3",sausage
8639,Pure jam - Smucker's - View Varieties in-store - * Bonus 15 Points M,various
8638,Chocolate treatments - Hershey's - View Varieties in-store,various
8633,minced pork,various
8631,Ice Cream With Vanilla,various
8630,Ice Cream - Real Cream - See Varieties In Store,various
8666,Sliced charcuterie - see varieties in store,various
8667,Cats Food - Cat Chow - Save $ 1.50,various
8668,Crunchy bars - Special K,bar
8721,Layers,various
8718,Acetaminophen - Regular 325 mg,various
8717,Peanut Butter - Creamy - Saturday 15 and Sunday 16 September only - Limit of 4 - $ 4.99 The rest of the week or by article out of bounds,various
8716,Dishwashing detergent,various
8714,Frozen fruit bars - see varieties in store,bar
8712,Dietal drink,various
8626,Beer - Buy 2 Caisses and get a $ 15 reduction on your other groceries,various
8699,spinach babies,various
8694,spinach babies,various
8693,Green tea,various
8680,Beer in cans - * bonus 50 points m,various
8671,fresh pasta stuffed,various
8670,Chocolate - Lindor - See Varieties in-store,various
8587,Rice cakes - Crispy Minis,cake
8596,Frozen pastry - Toaster Strudel - See in store varieties,various
8723,Bars - see varieties in store,bar
7984,Lozenges,various
8007,Cookies - Celebration,various
8001,Biological Hass Lawyer - Mexico,various
7993,Jam,various
7992,Yogurt Balkan - Original - See Varieties In stock,yogurt
7987,Honey,various
7978,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit,laundry
7977,Hygienic paper - VELOUR - Limit of 4 - $ 7.99 per additional item,various
7976,"White eggs, Caliber Gros - Nutty, Burnbrae or Maritime",various
7969,Laundry Detergent in Capsules - Flings,laundry
7966,Puree of organic apples - the choice of the president,various
8050,Cookies - Maple Leaf,various
8056,Peanut Butter - Creamy and Lightweight,various
8011,Craquelins - Breton,various
8012,English muffin,various
8013,Frozen chicken bits,various
8016,"Charcuterie, mined meat",various
8017,Creamy peanut butter,various
8049,Organic Drink - President's Choice - See Varieties In-store,various
8047,Ice Sweets - Drumstick - View Varieties in-store,various
8043,Yogurt,yogurt
8041,Craquelins - Vinta,various
8030,Cheese Macaroni - Annie's - View Varieties in-store,various
8053,Frozen Chicken Chest Burgers - Pub Style,various
8029,coconut water,various
8025,Ice Cream With Vanilla,various
8024,Peanut butter - whipped - save 50 ¢ with a good-discount in store,various
8022,Bouillon for melting,various
8021,sports drink,various
8151,Mix of lettuce - from the United States - see varieties in store,various
8106,Hot Chocolate Mix - Carnation - * Bonus 15 Points M,various
8099,Frozen chicken straps - pub style,various
8366,Craquins - Breton Artisanal,various
8061,Capillary Color - Beautiful Color,various
8069,Instant coffee - creamy and sweet,various
8071,Hygienic buffers - Pearl,hygiene product
8072,Layers - Sizes: 1-6,various
8075,Chocolate-hazelnut spread,various
8076,Squash - From Quebec - See Varieties in-store,various
8078,Fresh Atlantic Salmon Darne - Canada,various
8080,Snack,various
8087,Cookie mix,various
8088,"Big White Eggs, Category A - Saturday 12 and Sunday 13 October Only - Limit of 2 - $ 2.29 per additional item - $ 2.49 The rest of the week",various
8091,Frozen chicken breast bits,various
8092,Chocolates - Ferrero Collection,various
8112,Bleach,various
8104,Match Rinse - Total,various
8105,Hygienic towels u,various
8150,Hazelnut spread and chocolate,various
8149,Layers - The Choice of President,various
8146,jam,various
8143,Bars - see varieties in store,bar
8140,Cheese bar - Unnamed - See Varieties in Store - Limit of 4 - $ 5.49 per additional item,bar
8138,Chocolate Milk - Saturday 8th and Sunday 9 September only - Limit of 4 - $ 1.49 The rest of the week or by item outside the limit,various
8057,green peppers,various
8136,sports drink,various
8126,Peanut Butter - All Natural,various
8125,Dry atomizer - Dry,various
8123,Fresh turkey chest boneless,various
8121,Organic spinach babies,various
12333,Organic Drink - President's Choice - See Varieties In-store,various
12332,Chocolate - Golden Gallery,various
12329,Magical eraser,various
12109,Preparation for Infants - Good Start,various
12089,Frozen duck - Category Utility,various
12091,fresh pasta stuffed,various
12100,Tortillas in bowl,various
12118,Licorice,various
12103,Yogurt - Classical,yogurt
12107,Capillary Color - Nutriese Cream,various
12113,Spread,various
12241,K-Cup bucket coffee,various
12115,Cheese - waterfowl,various
12117,Cereal - Nesquik,various
12163,Gluten Free Pudding - See Varieties In Store,various
12167,K-Cup bucket coffee,various
12169,Sliced charcuterie - see varieties in store,various
12252,Acetaminophen - Regular 325 mg,various
12087,Pasta - Ancient Grains,various
12086,Yellow Beans - Quebec,various
12084,Frozen Breaded Chicken Chest Fries - Pub Style,various
12082,Pale tuna - Ocean's,various
12099,Chocolate and Hazelnut Spread - President's Choice,various
12679,Bars,bar
12120,Cat Litter - Tidy Cats - See Varieties In Store,various
12125,Tomato Pastry - See Varieties In Store,various
12162,Sliced charcuterie - see varieties in store,various
12159,Bleach,various
12157,Organic potatoes - from the United States - See in store varieties,various
12156,Yogurt - Classical,yogurt
12154,Frozen Bagel Bags - Bagel Cocks,various
12149,Nail Polish - Xtreme Wear,various
12122,Pink Salmon - Blue Menu,various
12146,Ice Cream With Vanilla,various
12144,DORÉMI cheese (to grill),various
12240,Nail Polish - Xtreme Wear,various
12244,Pea,various
11926,Refrigerated fruit juice - see varieties in store,juice
12195,English muffins,various
12212,Rice jasmine,various
12211,yellow onions,various
12207,Hygienic paper - Fluff,various
12206,Layers - The Choice of President,various
12204,Ground Coffee - See Varieties in Store,various
12196,Pizza frozen pockets - McCain,pizza
12193,Cupcakes - See Varieties In Store,cake
12246,Brown eggs - Gros Caliber,various
12187,Ice Cornets - Parlor - See Varieties In Store,various
12186,"Blend Chocolate, Nuts and Organic Fruits - See Varieties In Store",various
12080,Tomato Pastry - View Varieties In Store,various
12078,Chocolate and Hazelnut Spread - President's Choice,various
12075,Beer in cans - * bonus 50 points m,various
11937,Cashew nut,various
12218,Gas Drink - Coca-Cola Zero,various
12223,Mini Bok Choy - Quebec,various
12227,Licorice,various
12232,Textile softening in leaves,various
12237,Instant Gruau - See Varieties In Store,various
12238,Very big green peppers - from Quebec,various
12264,Tropical Gold pineapple,various
12260,Bars - see varieties in store,bar
12259,Cotton swabs,various
12256,Liver block - first harvest - see varieties in store - * Bonus 20 points m,various
12254,"Toilet paper - Saturday, February 16th only - Limit of 4 - $ 5.99 The rest of the week or by article out of bounds",various
12184,Refrigerated dessert,various
12253,Hygienic paper - President's choice - limit of 4 - $ 5.99 per additional item,various
12251,Ice Cream With Vanilla,various
12250,Milk 3.25% organic,various
12143,Cookies - Goglu,various
12140,Apple juice - see varieties in store,juice
12138,Frozen Pizza - Ristorante - View Varieties in-store - Limit of 3 - Saturday 7 and Sunday December 8th,pizza
13082,Yogurt - Source - See Varieties in-store,yogurt
13102,rhubarbes,bar
13097,Organic tomatoes,various
13093,Hand soap,various
13092,Cereal - Mini Wheats,various
13085,Gruau - Fast,various
13083,Chocolate and Hazelnut Spread - President's Choice,various
13080,Capillary Products - Whole Blends - See Varieties in-store,various
12128,Margarine,various
13167,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit,laundry
13173,Laundry detergent,laundry
13263,Nail Polish - Miracle Gel,various
13245,Mini-Cakes - Annette's - See Varieties in-store,cake
13237,Coffee in K-Cup buckets - Timothy's,various
13239,Batteries - Saturday 11 and Sunday 12 January only - Limit of 4 - $ 15.99 per additional item - $ 15.99 The rest of the week,various
13103,Mousse,various
13107,Body Cleaner - See Varieties In Store,various
13108,Frozen Whipped Flooring - Cool Whip - Best Prices year,various
13109,Frozen fried chicken,various
13110,Capillary Products - Whole Blends - See Varieties in-store,various
13113,Nutritional Supplement A +,various
13114,Refrigerated Juice Mix - Tropics - See Varieties In-store,juice
13116,Fondal Cheese Preparation - Velveeta - * Bonus 30 Points M,various
13118,Soya Pudding - See Varieties In Store,various
13166,cantaloups,various
13159,Ice Sweets - Drumstick - View Varieties in-store,various
13158,Ice Coffee Syrup - Ice Java,various
13157,Flavored Water - Wengled PC,various
13156,Styling foam,various
13152,Cats Food - Cat Chow - Save $ 1.50,various
13170,Frozen scallops - 80-120 units / lb size,various
13150,Licorice,various
13241,Whitening Treatment - Vivid Whitestrips,various
13242,Protein drink,various
13243,Deodorant - see varieties in store,various
12126,Organic soybean,various
12145,Dog Food - Dog Chow,various
12686,Almond Butter - Naturalia - See Varieties In Store,various
12697,Capillary Products - Fruits,various
12699,Dry food for cats,various
13182,Sliced Charcuterie - See Varieties In-store,various
13193,Peanut Butter - Creamy and Light - Saturday 29 and Sunday 30 September only - Limit of 4 - $ 4.99 The rest of the week or by item outside the limit,various
13196,Chocolate and Hazelnut Spread - President's Choice,various
13198,Frozen Meal - Steamers - View Varieties In-store,various
13203,Wafers - see varieties in store,various
13211,Cream cheese icing - Philadelphia,various
13212,Rouge delicious apples - from the United States,various
13214,Barres - Protein,bar
13244,Strike Milk - See Varieties In Store,various
13219,Breaded fish croquettes - the captain's cheerborn,various
13221,Black Forest Smoked Ham Without Nitrite Sliced,various
13224,Honey,various
13225,Pasta - Lasagna,various
13230,Lactose-free dairy products - See in store varieties,various
13231,Peanut Butter - All Natural,various
13259,spinach babies,various
13256,"White Eggs, Category A - Saturday 5th and Sunday 7 October Only - Limit of 2 - $ 2.29 per additional item - $ 2.49 The rest of the week",various
13255,Disinfecting wipes,cleaning product
13252,"Peanut Butter - Creamy - Saturday, February 16th only - Limit of 4 - $ 4.99 The rest of the week or by article out of bound",various
13251,Red Potatoes - From Quebec - Canada No 1,various
13250,Frozen meal - Choice of President - See Varieties in-store - * Except for large formats,various
13249,Workout underwear - Goodnites,various
11925,Cheese bar,bar
11930,Frozen Bagel Bags - Bagel Cocks,various
12342,Jam,various
12500,Battery Toothbrush - 360º,various
12513,Frozen fries potatoes - Unnamed,various
12510,Refrigerated Beverage - Oasis Morning - See Varieties In Store,various
12509,Chocolate,various
12508,"Chips - Saturday, July 13th only!- Limit of 4 - $ 4.49 The rest of the week or by item outside the limit",chip
12504,Rice Crackers - Unnamed,various
12503,Licorice,various
12499,Broccoli Crown - the United States or Mexico,various
12640,Honey - President's Choice - See Varieties In Store,various
12496,Pulp mix - bisquick - see varieties in store,various
12493,Antiperspirants - see varieties in store,various
12492,Ice Cream - Real Cream - See Varieties In Store,various
12581,Biscuits - see varieties in store,various
12589,Fresh spinach - from Quebec,various
12481,Tomatoes,various
12514,Frozen Burgers - Gluten Free - See Varieties In-store,various
12515,Mango Honey (Ataulfo) - Mexico,fruit
12516,Frozen fried chicken,various
12524,Frozen orange juice,juice
12538,Frozen Beef Bouballs - President's Choice,various
12541,Organic blueberries,various
12577,"Turkey Hachis - Irresistibles, Wellness",various
12576,spinach babies,various
12573,Antiperspirants - see varieties in store,various
12572,Partially skimmed milk 1% - Purfiltr,various
12565,Ice Sweets - Drumstick - View Varieties in-store,various
12564,Gas Drink - Coke Diet,various
12583,Cashew nut,various
12563,Body Cleaner - Ax - See Varieties In Store,various
12556,Cereal - Captain Crounche,various
12551,Antisodorific or deodorant,various
12550,Small yellow-flesh potatoes - from Quebec - Canada No 1,various
12663,Ice Cream With Vanilla,various
11933,Dishwasher - View Varieties In store,various
12598,Instant Coffee - Gold,various
12621,lawyers,various
12620,Salad Sauce - Miracle Whip,various
12616,English muffins,various
12614,Chewing gum - 4 box packs,various
12606,Honey - President's Choice - See Varieties In Store,various
12599,Fresh stuffed pasta - see varieties in store,various
12597,Cat Food - Elegant Medleys,various
12652,Gluten-free food pasta,various
12596,Frozen fruit - President's choice - See in-store variety,various
12592,Chocolate treats,various
12591,Ice Cream - Real Cream - See Varieties In Store,various
12482,"Peanut Butter - Creamy and Light - Saturday, February 16th only - Limit of 4 - $ 4.99 The rest of the week or by article out of bound",various
12480,Nutritional Supplement - Pediasure,various
12280,cracker,various
12622,Refrigerated Juice Mix - Tropics - See Varieties In-store,juice
12624,"Cereal - Lucky Charms - Save $ 1 - * $ 4.99 Without Coupon - 1 Coupon Limit by Purchase, By Customer",various
12626,White Eggs Omega-3 - Gros Caliber,various
12630,Brewed Cod Bites - President's Choice,various
12634,Ice Cream With Vanilla,various
12678,Cat Food - Friskies,various
12674,Licorice - NIBS - See Varieties in-store,various
12673,Refrigerated Drink - Morning Smoothie,various
12672,Cheese sticks - Ficello without lactose,various
12666,Frozen fish fillets - Japd by the day - see varieties in store,various
12665,Frozen Whipped Flooring - Cool Whip - Best Prices year,various
12590,"Peanut Butter - Natural Crunchy - Saturday, November 10th Only - Limit of 4 - $ 4.99 The rest of the week or by article out of bound",various
12664,spinach babies,various
12659,Dog Food - IAMS,various
12658,Tea - President's Choice,various
12657,Disinfecting wipes,cleaning product
12545,Chocolate and Hazelnut Spread - President's Choice,various
12543,Powder preparation with Omega for infants - Money - see Varieties in store,various
11885,Frozen pastry - Toaster Strudel - See in store varieties,various
11897,Cookies - * Bonus 35 Points M In purchase of 2,various
11895,Bars,bar
11891,Crunchy bars - Special K,bar
11889,"K-Cup bucket coffee - save $ 2 - * $ 14.99 without coupon - 1 coupon limit by purchase, by customer",various
11888,Dog Tapers - Beggin Strips,various
11880,Chewing gum,various
11874,Caramel Spreads - * Bonus 20 Points M for Buying 2,various
11870,Frozen Whipped Flooring - Cool Whip - Best Prices year,various
11982,Sliced charcuterie - see varieties in store,various
12074,Lemons,various
12055,Babies Bok Choy,various
11899,Frozen Pancakes - EGGO - * Bonus 15 Points M,cake
11905,Hygienic buffers - Pearl,hygiene product
11909,Licorice,various
11912,Antiperspirants - see varieties in store,various
11913,Collagen - Original Formula,various
11920,Cat Food - Friskies,various
11921,Spread,various
11980,Bars - Rice Krispies - See in store varieties,bar
11974,Soap breads - see varieties in store,various
11961,spinach babies,various
11950,Acetaminophen - Regular 325 mg,various
11949,Hygienic paper - Fluff,various
11945,"Frozen chicken wings - Buy 1 and get free 1 coke packaging, diet coke, coke zero (4 x 310 ml), worth $ 2.99",various
11983,nectarines,various
11941,Frozen Pizza - Ristorante - Saturday 9th and Sunday 10 February Only - Limit of 4 - $ 6.99 The rest of the week or by article out of bounds,pizza
11935,Cherries - Chile or Argentina,various
11934,Square,various
12033,Disinfecting wipes,cleaning product
12036,Rice - Ready to Serve,various
12018,Crunchy peanut butter,various
12276,Ice Cream With Vanilla,various
12275,Sliced charcuterie - see varieties in store,various
12271,Dish liquid - View varieties in store - Lowest price of the year,various
11987,Licorice,various
11989,Grate cheese - P'tit Québec,various
11992,Yogurt - classic - see varieties in store,yogurt
11996,"chopped beef, skinny",various
12000,Flavored milk,various
12007,Dinner on the thumb,various
12010,Creamy and light peanut butter,various
12011,Feeding Textile in Leaves - See Varieties In Store,various
12013,Toothbrush - twister,various
12015,Cats Food - Fancy Feast,various
12016,Chocolate Tablet - Excellence,various
12020,Yellow Onions - Quebec - Canada # 1,various
12039,spinach babies,various
12023,Disinfecting wipes,cleaning product
12026,Pediatric nutritional supplement - Pediasure - See varieties in store - at Maxi & Cie only,various
12029,Snatcher,various
12031,Yellow delicious apples - Quebec and / or Washington,various
12072,Gruau - Fast - Best Prices year,various
12070,Blueberries - Peru - Category # 1,various
12069,Smoke chicken sausages,sausage
12068,Orange without glitches - South Africa,various
12063,Hygienic paper - original,various
12060,Bathroom cleaner,various
11985,Coffee Mounted - President's Choice - Save $ 1.99,various
12058,pineapple,various
12044,Frozen thin crust pizza - Ristorante - Saturday 12th and Sunday 13 May Only - Limit of 4 - $ 3.99 The rest of the week or by article out of bounds,pizza
8531,Frozen waffles - EGGO - save 75 ¢ more to buy 2 products with a good-discount in store,various
8528,Wipes,cleaning product
13143,Liver block - first harvest - see varieties in store - * Bonus 20 points m,various
9703,"Peanut Butter - Creamy - Saturday, February 16th only - Limit of 4 - $ 4.99 The rest of the week or by article out of bound",various
9748,Cookies - Goglu,various
9870,Biological mature - United States - 50% discount,various
9719,K-Cup bucket coffee,various
9698,Coffee drink,various
9699,Red Potatoes - From Quebec - Canada No 1,various
9708,"White Eggs - Gros Caliber, Category A",various
9738,Croissant paste,various
9710,Beer - Mexico Beers - * Bonus 50 Points M,various
9718,Ice Sweets - Drumstick - View Varieties in-store,various
9725,K-Cup bucket coffee,various
9746,Beets - Quebec,various
9730,Cereal - See Varieties In store,various
9736,Dog Tapers - Breath Buster,various
9786,Lean chopped beef - save $ 2.09 / lb,various
9784,Pork for Chinese melting,various
9783,Fruit Flavor Snack - Fruits - View Varieties In-store,various
9782,Tissue Paper - Pack of 6 Boxes,various
9781,English muffins,various
9779,Frozen Singles - Drumstick - View Varieties in-store,various
9749,Bleach,various
9776,Ground decaffeinated coffee,various
9772,Hearts of Roman Lettuce - United States,various
9766,Tomatoes,various
9762,Licorice,various
9761,Mix of half-half-half - Quebec,various
9759,White baguette or whole wheat - * cooked in store,various
9756,K-Cup bucket coffee,various
9773,Peanut Butter - All Natural,various
10255,Tea in sachets - Orange PEKOE,various
8727,White Potatoes - From Quebec - Canada No 1,various
9737,Chopped chicken - blue menu,various
9739,Partially skimmed milk 2% - Purfiltre - * Bonus 20 points m,various
9824,Jam - Smucker's,various
9864,Capillary Color - Preference Infinia,various
9839,Frozen breaded fish fillets,various
9837,Frozen Whipped Flooring - Cool Whip - Best Prices year,various
9836,Peanuts,various
9829,Automatic Vaporizer - See Varieties In Store,various
9823,Sliced charcuterie - see varieties in store,various
9741,Cut Carrots (Cocktail) Organic,various
9822,Dietal drink,various
9816,Body Cleaner - See Varieties In Store,various
9815,Meal Set - Stackers Lunch Mate,various
9811,Cat Food - Friskies,various
9808,CRETONS - Pack of 2 boxes,various
9863,Fruit Drink - See Varieties In Store,various
9862,Chocolates - Hershey's,various
9858,Cranberry Infused Water - PACT - See Varieties In stock,various
9855,Tomatoes,various
9853,Frozen chicken breast strips,various
9799,Semi-Boneless Smoked Ham - Olde Fashioned,various
9852,Ice cream,various
9850,Green grapes without glitches - California - Category # 1,various
9849,Licorice,various
9848,"Toothbrush - Extra Clean - Saturday, August 31 only.- Limit of 4 - 99 ¢ The rest of the week or by item outside the limit",various
9847,Lip Balm - Baby Lips,various
9845,Celery - Quebec,various
9841,Vitamin C - 500 mg,various
9851,Non salty butter - Unnamed,various
9796,"Pizza with thin and crispy crispy frozen - Casa di mama - See varieties in store - Saturday, November 30 and Sunday 1 November only - Limit of 4 - $ 3.99 per additional item - $ 3.99 The rest of the week",pizza
9794,Bars,bar
9788,Peanut Butter - All Natural,various
8722,Frozen Pancakes - EGGO - * Bonus 15 Points M,cake
7678,Wiper - Spongenetowels,various
8425,Dry Sausage - Craftsman - View Varieties In-store,sausage
7615,Frozen thin crust pizza - Ristorante - See in store varieties,pizza
7630,Frozen waffles - EGGO,various
7628,"Chips - Saturday, July 13th only!- Limit of 4 - $ 4.49 The rest of the week or by item outside the limit",chip
7625,Toothpaste - ordinary,various
7622,100% refrigerated juice mix - see varieties in store - * Bonus 20 points m,juice
7619,Biological mature - the United States or Mexico,various
7612,Rice jasmine,various
7581,Frozen meal - Stouffer's,various
7607,Chocolate,various
7606,Creamy and sweet coffee,various
7600,Peanut Butter - Creamy and Light - Saturday 29 and Sunday 30 September only - Limit of 4 - $ 4.99 The rest of the week or by item outside the limit,various
7598,Hygienic Towels - * Bonus 20 Points M,various
7597,Sliced charcuterie - see varieties in store,various
7589,Milk 1% lactose-free,various
7660,Powder preparation for infants - save up to $ 3,various
7658,Bars - Maxi Max,bar
7657,Cats Food - Friskies - View Varieties in-store,various
7652,Black Forest Smoked Ham Without Nitrite Sliced,various
7649,Nail Polish - Classic,various
7648,Almond Drink - Natur-A,various
7669,Batteries - max,various
7647,Cookies - Saturday 15 and Sunday 16 December only - Limit of 4 - $ 2.99 The rest of the week or by article out of bound,various
7645,Antiperspirant or deodorant - axis,various
7644,Micellar water,various
7641,Refrigerated Lemonade - Quebec - View Varieties in-store,various
7631,Beer - Alexander Keith's,various
7646,Vitamin C,various
7570,Potato quarters cooked at the pot,various
7588,Rice jasmine,various
7571,Liquid soap,various
7680,Red Potatoes - From Quebec - Canada No 1,various
7704,Frozen Whipped Flooring - Cool Whip - Best Prices year,various
7728,Yogurt - Classical,yogurt
7726,Fresh stuffed pasta - see varieties in store,various
7722,Cookies - Viva Puffs,various
7717,Peanut Butter - Creamy - Saturday 8th and Sunday 9 December only - Limit of 4 - $ 4.99 The rest of the week or by article out of bounds,various
7715,Deodorant - Axis,various
7714,Solar products,various
7700,Mounted coffee - McCafé,various
7667,"Jam, jelly, spread - see varieties in store",various
7695,Chocolate and Hazelnut Spread - President's Choice,various
7694,Refrigerated Juice Mix - Tropics - See Varieties In-store,juice
7693,Bouillon with 30% less sodium - Campbell's - See in store varieties,various
7690,Frozen thin crust pizza - see varieties in store,pizza
7682,Partially skimmed milk 2% - Purfiltr,various
7681,Pasta - Cannelloni,various
7761,mozzarella cheese,various
7758,Black Forest Smoked Ham Without Nitrite Sliced,various
7754,Ice Cream - Real Cream - See Varieties In Store,various
7753,Yogurt Style Balkan - Original - Buy 1 and get free 1 original Balkan style yogurt (650-750 g) worth $ 2.99.,yogurt
7751,Spread,various
7749,Cake Mix - Classic,cake
7676,Tissue Paper - Unnamed - Saturday 28th and Sunday 29 September only.- limit of 4 - $ 4.99 the rest of the week or by item outside the limit,various
7746,Chewing gum,various
7743,Red Potatoes - From Quebec - Canada No 1,various
7736,Peanut Butter,various
7734,Layers,various
7731,Nectar - See Varieties In store,various
7730,Cereal - Alpha-Bits - 50% discount,various
7729,"Chips - Saturday 8th and Sunday, February 9th only!- Limit of 4",chip
7745,Chocolate,various
7762,Turkey strips Nature,various
7673,Beer in cans - * bonus 50 points m,various
9807,Licorice,various
9806,Soup - Gastronomy of the day,various
9805,"Toucher - Tiger - Saturday, July 14th only - Limit of 4 - $ 5.99 The rest of the week or by item outside the limit",various
10091,Cat Food - One,various
10163,Beer in cans - * bonus 50 points m,various
10166,"Mini-Tomatoes (Cherry, Miniature or Grape) Organic",various
10121,Tender Bars - Choco Max,bar
10117,Frozen Pizza - Trabec,pizza
9875,Baby lotion,various
10102,Shampoo - * Except: Expert Collection,various
10092,Frozen Cake - Deep'n Delicious,cake
10108,Wiper - Green,various
10094,Teaser,various
10096,Green or mixed peppers - naturally imperfect,various
10097,Dishwasher Detergent in Capsules - Powerball,various
10100,Salad Sauce - Miracle Whip,various
10106,Cheese bar - See varieties in store,bar
10155,quinoa,various
10151,Chocolate - Lindor - Saturday 6th and Sunday 7th April alone - Limit of 4 - $ 2.99 The rest of the week or by item outside the limit,various
10148,Sparkling water flavored - see varieties in store,various
10120,Jam - see Varieties in store,various
10145,smoked salmon,various
10133,Pink Lady Apples - United States - Extra Category of Fantasy,various
10130,Soup Mix - Cup-a-Soup,various
10129,Snatcher,various
10126,Crackers - Good Thins,various
10125,SOCKEYE SALON FILLET WILD,various
10141,Spread,various
8728,Vegetable Pill - vegetation - See Varieties In Store,various
9866,Pasta - blue menu - see varieties in store,various
10107,"Seasoned fish fillets, frozen - See in store varieties",various
10110,Crunchy peanut butter,various
