unique_id,name
14284,Pulp Powder - Fleischman's
7332,Biological Strawberries - United States - Category # 1
46041,Frozen lobster flesh - Canada
9839,Frozen breaded fish fillets
34092,Energy bar - JOI - See in store varieties
5480,Pure BeauRivage maple syrup
30035,Ice Cream - See Varieties In Store
17429,Bar snack
25806,"Peanut butter - creamy and light - Saturday 23 and Sunday, November 24th only!- limit of 4 - $ 4.99 the rest of the week or by article out of bounds"
7134,Coffee Capsules - See Varieties In Store
43355,Tissue paper
46782,Tomatoes - See Varieties In stock
22666,Frozen crispy fried chicken
23957,Tuna - Unnamed - See Varieties In Store
5441,Juice or cranberry cocktail - see varieties in store
39332,Folly laminated
23009,"pork, thongs"
41349,Organic red cabbage
21012,Stew
7717,Peanut Butter - Creamy - Saturday 8th and Sunday 9 December only - Limit of 4 - $ 4.99 The rest of the week or by article out of bounds
12332,Chocolate - Golden Gallery
14453,Frozen Barbecue Pork Back Côtes - See Varieties in Store - Save $ 4
36865,Oil air purifier - see varieties in store
47738,Frozen breaded chicken burgers - pub style - limit of 4 - $ 7.99 per additional item
10396,Yogurt - Yocrunch - View Varieties in store
30204,Cats Food - Proactive Health - See Varieties in-store
25438,Gruau - Fast
6476,"Chocolate treatments - Saturday, October 20th only - Limit of 4 - $ 13.99 The rest of the week or by item outside limits"
30563,"Concentrated, frozen extension - See in store varieties"
34320,Blueberries - Mexico and / or Peru and / or Chile - Category # 1
21754,Pizza Frozen Snacks - Bagel Bites
27371,Frozen fries potatoes - see varieties in store
21338,Frozen meal wellness
7861,Apple juice and refrigerated pear - Quebec
32663,Cashew nut
37934,Drink
35395,Rhubarb - Quebec - Canada # 1
17795,Margarine with lawyer oil - * Bonus 25 points
11489,Nail Polish - Insta-Dri
16569,Frozen Fries - Red Stick
25148,Soup mixture in bags - Cup-a-Soup - Saturday 22 and Sunday 23 June only.- Limit of 4 - 4/5 $ the rest of the week or by item outside the limit.
28528,Whipped peanut butter - save 50 ¢ with a good-discount in store
48667,Vegetable Pill - vegetation - See Varieties In Store
13214,Barres - Protein
46409,Shower gel
13920,Foundation - Ready Gorgeous Set
29363,Young biological spinach - the United States
20070,Beer in Canadians - Buy 2 Caisses and Maxi will pay the equivalent of taxes ($ 8.98).In participating stores.
34578,Instant coffee - via
8104,Match Rinse - Total
1119,"Refrigerated orange juice, without pulps"
48746,Pizza lift-au oven frozen
9323,Cutting Puding - See Varieties In Store
30720,Energy Supplement - Super Energex +
11720,Ground decaffeinated coffee
39041,Nutritional supplement based on children's milk - Good start 3 - See in store varieties
34428,Frozen Chicken Chest Burgers
23372,Ice treats - Drumstick - See varieties and formats in store
44709,Yogurt - 100% Natural
34483,Dishwasher
30573,"Big White Eggs, Grade A - Saturday 19 and Sunday 20 January Only - Limit of 2 - $ 2.29 per additional item - $ 2.49 The rest of the week"
11011,Young Spinach - US
35174,"Toothpaste - Maxfresh - Saturday 14 and Sunday, September 15th only.- limit of 4 - 99 ¢ per additional article"
43951,Greenhouse orange peppers - Mexico and / or Spain and / or Honduras
35563,Tissue Paper - Unnamed - Saturday 12th and Sunday 13 October only.- limit of 4 - 4.99 the rest of the week or by article out of bounds
39476,Chips - Saturday 30 and Sunday March 31st - Limit of 4 - $ 4.49 The rest of the week or by article out of bounds
12808,Honey - the honey of Émilia - see varieties in store
37264,Fondue Sauce - See Varieties In Store
44361,Raspberry - Mexico - Category # 1
38789,Crackers - Melba Sofa
3577,Vitamins D - 1000 IU
18103,Pepperoni
28454,"Liquid Washer, -35 ℃ - Unnamed"
39498,Apples Granny Smith - United States - Extra Category of Fantasy
1578,Thirsty drinking
23,Frozen Bay Scallops - Size: 80-120 Units / LB
26090,Water melon / watermelon
46541,Hygienic paper - President's choice - limit of 4 - $ 5.99 per additional item
41906,White corn syrup - Lily White
9779,Frozen Singles - Drumstick - View Varieties in-store
33045,"Fresh chicken breasts boneless, skinless, without net"
36395,Food Containers - See Varieties In-store
15477,Bars - Vector - See Varieties In stock
1775,Pasta - Lasagna
22802,Frozen breast breast chest tongues
44893,Frozen breaded chicken nuggets - Pub style - Limit of 4 - $ 6.99 per additional item
3332,Refrigerated orange juice
2017,Solar care products
12068,Orange without glitches - South Africa
21497,Cake gloss
25693,beets
11069,Refrigerated apple juice - limit of 4 - $ 3.99 per additional item
34364,Mature - the United States or Mexico
32056,100% Canadian liquid honey
37674,Frozen chicken breast croquettes
47900,Sliced turkey
9896,Frozen meal - Stouffer's - See in store varieties
10840,Couscous
15618,Cheese - waterfowl
34682,"Refrigerated Orange Juice, with Pulps - Simply - Limit of 4 - $ 3.49 per additional item"
34054,Perfume Enhancer for Laundry - View Varieties In stock
36051,Lawyer
44151,Battery Toothbrushes - See Varieties In Store
16882,Margarine - Traditional
46471,Cerear bars - Nutri-Grain - See in store varieties
11874,Caramel Spreads - * Bonus 20 Points M for Buying 2
28647,Cough lozenges
12100,Tortillas in bowl
25980,Peanut butter - creamy and light - Saturday 11 and Sunday 12 May only.- Limit of 4 - $ 4.99 The rest of the week or by item outside the limit.
5769,Antiperspirants - High Endurance
22141,Butternut squash - Quebec
32852,Flavored Water - Pure Life Splash
30103,Bags - See Variety in Store - * Bonus 15 Points M
31221,Refrigerated fruit juice - health break - see varieties in store
14011,Refrigerated water melon drink
37803,"Whole wheat baguette, cooked in store"
41605,Refrigerated orange juice - Pure premium
10989,Fruit Juice - Hydrafruit
49593,MORTADELLE - Ordinary price: $ 3
7007,Frozen Pizza - Casa di Mama - View Varieties in-store - Saturday 7th and Sunday 8 September only - Limit of 3 - $ 3.99 per additional item - $ 3.99 The rest of the week
37284,Bars - Nutrigrain - View Varieties in store
32605,canned pineapple
40632,Organic cucumbers
32951,Frozen breaded fish fillets - see varieties in store
44948,Ice Cream - Haägen-Dazs - View Varieties in-store
17416,Red Potatoes - From Quebec
22842,Hazelnut-chocolate spread
46257,Soup Mix - Cup-a-Soup - View Varieties In-store
9866,Pasta - blue menu - see varieties in store
6384,Panini rolls
9007,Meal Set - See Varieties In Store
4207,Complex B50
25609,Apples Russet - Quebec - Canada of Fantasy - Best Awards of the Year
3161,Mouthwash - See Varieties In Store
5426,Boneless fresh chicken breasts - premium - high without antibiotics
10719,Empire Apples - Quebec - Category # 1
48705,Pasta - Ready Pasta - See in store varieties
43832,Ice treats - Häagen-Dazs
13219,Breaded fish croquettes - the captain's cheerborn
6987,Cleansing Wipes - Marcell
31759,Margarine - * Bonus 25 points m
49552,Rice and Grains - Express Bistro
23243,Frozen Onion Washers - McCain
14366,Toothpaste - Pro-Enamel
30390,Tea - President's Choice - See Varieties In Store
26032,Gas Drink - Limit of 4 - $ 3.99 per additional item
37074,"Tea - Saturday 4th and Sunday, January 5th, only - Limit of 4 - $ 4.99 per additional item - $ 4.99 The rest of the week"
4409,"Hygienic paper - President's choice - Saturday, 22 and Sunday, June 23rd only.- Limit of 4 - $ 5.99 The rest of the week or by item outside the limit."
32049,"Chips - Saturday, June 15 only.- Limit of $ 4 - $ 4.49 The rest of the week or by item outside."
22576,Peanut butter - Natural crisp - Saturday 8th and Sunday 9th June only.- Limit of 4 - $ 4.99 The rest of the week or by item outside the limit.
23716,Scented Rice - See Varieties In Store
38029,Organic Instant Rice - Seeds of Change - See Varieties In Store
7411,Acetaminophen - 650 mg arthritic pain
24906,"Concentrated fruit drink, frozen"
40285,Tortilla chips - Unnamed
48321,Cheese bar - Unnamed - limit of 4 - $ 5.49 per additional item
38817,Biscuits - Maxi Fruit - See in-store varieties - save 50 ¢ more to buy 2 products with a good-discount in store
6450,Soup pasta
63,Preparation for infants A +
35652,Gas Drink - Coke - See Varieties in-store
34291,Beer in cans - * bonus 50 points m
3765,Margarine with avocado oil
35503,"Mini-tomatoes (cherry, miniature or grapes)"
4546,Baby wipes
23811,Biological broth
27402,Powdered laundry detergent
42639,Crackers - P'tits Fish
31908,Gluten-Free Dinner - Annie's - See Varieties in-store - * Bonus 20 Points M for Buying 2
47050,Cuvette
21108,Chips - Saturday 19 and Sunday May 20th Only - Limit of 4 - $ 2.99 The rest of the week or by article out of bounds
28690,GASEIFIED SIGNAL WATER - Pure Life - See in store varieties
30288,Hearts of Roman Lettuce - United States
27796,Cavalier cabbage - the United States or Mexico
18659,Grated cheese - President's choice - See in-store variety
31102,Cherries with chocolate coated marasequin
38991,Ground coffee - flavor of the country
44454,Capillary Color - Belle-Color - Saturday 1 September only - Limit of 4 - $ 5.99 The rest of the week or by item outside limits
10602,"Toothpaste - Maxfresh - Saturday 26 and Sunday, October 27th only.- limit of 4 - 99 ¢ per additional article"
18414,Tartinade - Triple Fruit
22213,couscous
29373,"Jam, marmalade"
44170,Terrine
41921,Candy
20367,Pasta - Bistro - See in store varieties
27362,Organic food for babies
47744,Chocolate-hazelnut spread
15084,Gluten-free crackers - Breton
4687,Ice Cream - Gelato
26646,Ice Tea - See Varieties In Store
18432,Assorted tomatoes - Mexico
22462,Pasta - Smart - See varieties in store - 50% off
39993,Croissants Nature or whole wheat
18648,Soup mixture in sachets
37694,Underneath
30442,Cheese - Mozzarella - Saturday 13 and Sunday 14 October only - Limit of 4 - $ 2.99 The rest of the week or by item outside the limit
49144,Foundation - Clean Matte
22671,Frozen Cake - Deep'n Delicious - * Bonus 20 Points M
5210,"Tilapia, fillets, fresh"
11358,Apple snack - Irresistibles Wellness - See Varieties in-store
44667,Beef concentrated broth
7781,Chips - full of flavor
36396,Mint jelly
48152,Aubergine - from the United States and / or Mexico
5959,Mixed beans (canned)
21678,Flavored tuna - Ocean's - View Varieties in store
23031,Organic honey - President's choice - see varieties in store
14348,Mounted coffee - McCafe - See in store varieties
1396,Peanut Butter - Velvety
16063,Tender Bars - Brownie Max
36485,Peanut Butter - Crunchy - Saturday 29 and Sunday 30 September only - Limit of 4 - $ 4.99 The rest of the week or by item outside the limit
25371,Mini Choco
31893,Green onions / shallots
29758,Pasta - Pronto
27142,Peanut Butter - Unnamed - See Varieties In Store
11228,Freezing bags - pack of 3 boxes
9449,Rice - Minute Rice
40329,White wine
37364,All-purpose cleanser - refill - see varieties in store
7403,Hygienic paper - VELOUR - Limit of 4 - $ 7.99 per additional item
37332,"Frozen breaded chicken burgers - Pub style - Saturday, October 19th only - Limit of 4 - $ 6.99 per additional item - $ 6.99 The rest of the week"
22470,Ice cream log
31525,"Antiperspirant - Axis - Saturday 23 and Sunday, November 24th only!- Limit of 4 - $ 3.99 per additional item"
24909,Pasta for Won your frozen
15899,Frozen breaded chicken nuggets
36249,Sausages - Veggie Dogs
5311,Ham flakes
37029,"Red peppers, yellows, oranges or green - from Quebec"
21343,Salad - * Bonus 25 points M for purchase of 2
25380,Dishwasher Detergent - Powerball
38248,Product of melted cheese - Velveeta
40145,Prosciutto sliced
32018,Refrigerated Orange Juice - Choice of President - Limit of 4 - $ 3.99 per additional item
38299,Red Mangoes - Mexico
46969,Pizza Frozen thin crust - Gusto Italiano
30843,Triple chocolate cake
1614,Dishwasher detergent in capsules
7014,Iced yogurt - see varieties in store
49235,Orange Grape Tomatoes - Canada and / or the United States
20504,Frozen breaded fish fillets - Captain's cheers
44371,pretzels
35912,Rice - Uncle Ben's - View Varieties in-store
16096,Snack - see varieties in store
43962,Orange orange juice orange
41713,Frozen fried chicken
35191,Empire Apples - Quebec
14164,Battery Toothbrush - 360º
9864,Capillary Color - Preference Infinia
31075,"Portions of breaded chicken, frozen - see varieties in store"
38609,Frozen Pizza - Pepperonis and Cheese
40277,Bagelwichs - Montreal Style
41541,Frozen meal - Choice of President - See Varieties in-store - * Except for large formats
48628,Soft apple juice - Allen's
7646,Vitamin C
43768,"Powder preparation for infants with Omega, no GMO - View varieties in store"
46581,"Young fresh duck, Category A - Brome Lake - * Bonus 20 Points M"
6950,Powder preparation for infants with omega - See in store varieties
38383,Coffee in T-Disc Capsules - Black Map
40723,havarti cheese
7344,Window cleaner - good friend
44865,Gluten Free Food Pasta - Super Greens - View Varieties in-store
49570,Fruit - see varieties in store
27281,Yogurt - 0% - View Varieties in store
1467,cheese without lactose
24160,"fruit yogurt, more than 6% m.g."
22639,Sliced Cheese - Singles
10236,Frozen Pizza - Giuseppe - * Bonus 25 points
41806,Natural gas source water
41966,Biscuits - Supreme - save 50 ¢ more to buy 2 products with a good-discount in store
28994,Egg noodles
3709,Cats Food - Friskies - See Varieties In-Store - * Bonus 20 Points M On Buying 6
1117,English Muffins - Old Mill
3952,Tartinade - Traditional
26648,Chips - Worldwide Flavors
48745,Coffee in K-Cup buckets - Max Boost - * Bonus 50 Points M
11888,Dog Tapers - Beggin Strips
17148,"Frozen Pizza - Casa di Mama - Saturday 9th and Sunday November 10th, only - Limit of 3 - $ 6.99 The rest of the week"
38937,Blown corn - Orville Redenbacher's
35359,Dry disposable wipes
36115,Mid-lean chopped beef
39990,Layers - Baby Dry
41364,Ice Dessert - Parlor - See Varieties In Store - * Bonus 20 Points M
1717,Sliced cheese product - Velveeta
861,Napkins
27099,Top - Spongetowels - See Varieties in-store
36737,Apple pie - market delights
6343,Cheese Macaroni - Annie's - View Varieties in-store
5539,butter
6747,Ice Cream - Cremerie Style - Limit of $ 2 - $ 4.49 per additional item
7188,"Toothpaste - Saturday 7 and Sunday, December 8th only!- limit of 4 - 99 ¢ the rest of the week or by article out of bounds"
16223,mascarpone cheese
36594,Dog Tapers - Denta Stix
41580,Pasta - Supergreen
17484,Chips - Fristos - View varieties in store
22699,smoked salmon
7031,Mature - from Quebec and / or the United States
28868,Evaporated Milk - Unnamed
2759,10% coffee cream
49273,Pasta - Tagliatelle A Nido
34067,Chocolates - Ferrero Collection
39014,Cookies - Whippet
36550,Refrigerated pizza crust
17093,Nectar - See Varieties In store
1244,Handkerchief papers
23038,Vinaigrette
29315,Tea
17794,Frozen Pizza - Rustico
12357,Frozen breaded chicken nuggets - pub style - limit of 4 - $ 6.99 per additional item
10306,Non-dairy drink - see varieties in store
31338,Shampoo - Hair Expertise - See Varieties In Store
3951,Hygienic paper - VELOUR
22275,"Peanut Butter - Creamy and Light - Saturday, February 16th only - Limit of 4 - $ 4.99 The rest of the week or by article out of bound"
41960,Fruit cocktail
15594,"Capillary Products - Studio Line - Saturday, November 10th only - Limit of 4 - $ 7.99 The rest of the week or by article out of bounds"
34610,Acetaminophen - Arthritic Pain
47283,Sliced Organic Bread - Dave Naughty Good Bread
15791,Organic Cremini Mushrooms - Canada
32877,Spicy fresh cheese
8993,"Fresh Atlantic salmon fillet, no edges"
12504,Rice Crackers - Unnamed
41650,wedge corn
47739,Frozen Organic Atlantic Smoked Salmon
39389,Mix for Cappuccino - Ice Java
43803,White Eggs - Category A - Gros Caliber
15969,Pepper biological yellow - from Spain or Mexico
15895,Spring Mix - * Bonus 25 Points M
33454,Sliced cheese - see varieties in store
34024,Rosé wine
19310,"Peanut butter - crunchy - Saturday, February 16th only - limit of 4 - $ 4.99 the rest of the week or by article out of bound"
47630,lemons
48965,Fixative
44566,Sauce
5991,Frozen meal - Bistro - See in store varieties
44456,Chocolates - Turtles - Saturday 17th and Sunday 18 November Only - Limit of 4 - $ 8.99 The rest of the week or by item outside the limit
595,Cream 5% - Ultra'creme
34213,"Frozen dessert - Classical - Saturday, July 14th only - Limit of 2 - $ 2.99 The rest of the week or by item outside the limit"
37754,"Apple snack - Selection, Irresistibles Wellness - See Varieties In-store"
43654,Bars - Special K - View Varieties in-store - Save 75 ¢ more to buy 2 products with a good-discount in store
29578,"Cheese - Bergeron - Buy 1 and get free Fondue cheese Gouda Bergeron (180-225 g), worth $ 4.99"
27432,Cream Cheese - Philadelphia
44270,Chocolate surprise
5933,Epis Corn - Quebec - Canada No. 1
7570,Potato quarters cooked at the pot
35604,Cat Food - IAMS
41777,Pale tuna - Unnamed - See Varieties in store
21529,Green Beans - Quebec
28703,Organic apples
19678,Biological English Cucumber - Quebec - * Bonus 10 Points M
18110,Saucissons - Unnamed - See Varieties In Store
5876,Bread - Old Mill
22726,Red Tomatoes of Organic Serre - Quebec or Canada
39954,Chopped ham
26486,Soupe
9486,Yellow Greenhouse Peppers - Spain or Mexico
33575,Molding film
26119,Air Purifier - FreshMatic
26488,Mascara
15374,Peanut butter - Natural crunchy - Saturday 17 and Sunday 18 August only.- limit of 4 - $ 4.99 the rest of the week or by item outside the limit
14365,Water flavoring
35600,Frozen meatballs - President's choice - See variety in-store
22675,Dog Supplements - See Varieties in Store
41588,Frozen Excel Seafood Shell - See Varieties In Store
21931,Compact Powder - Fit Me
100,Frozen thin crust pizza
34587,Refrigerated Drink - See Varieties In Store
436,Styling Products - Herbal Naked
28049,Pasta - Smart - See Varieties In store
38892,Soup - Chicken and noodles
11665,sausage
36333,Baby baby toiletries
17150,Milk 1% - finely filtered
32017,Pulp - Cannelloni - View Varieties in store
27521,Frozen Chicken Burgers - * Bonus 50 Points M
7433,Dishwasher Detergent - Quantum
34568,"Coffee in Capsules T-Disc - Nabob - From Thursday 3rd to Sunday, October 6th, only - $ 5.99 The rest of the week"
6886,Fresh quiche
29277,Legumes - Unnamed - See Varieties In Store
38726,Refrigerated fruit drink - Déli-Five
33580,Raspberries - the United States and / or Mexico - Category # 1
33985,Training panties - Easy UPS - Sizes: 2T-5T
17703,Vegetable potato chips
21424,"Peanut Butter - Creamy - Saturday 4th and Sunday, January 5th, only - Limit of 4 - $ 4.99 per additional item - $ 4.99 The rest of the week"
27941,Naan bread whole wheat
48198,Gasified mineral water - see varieties in store
32247,Cheese - Vaudreuil - View Varieties in store
41623,Bagels
44701,Broccoli Crown - the United States or Mexico
10896,Peanut Butter - Creamy - Saturday 29 and Sunday 30 December only - Limit of 4 - $ 4.99 The rest of the week or by article out of bound
39604,"charcuterie, pork bacon"
26606,Toothbrush - Extra Clean
8767,Capillary Products - Bio Renew - See Varieties in-store
6297,Instant coffee
33742,Fruit snack
45368,All purpose flour
26410,Instant Coffee - See Varieties In Store
34061,Ice Cream - Häagen-Dazs - View Varieties in-store
38539,Small Potatoes Russet - Quebec - Category # 1 - Save $ 2
9851,Non salty butter - Unnamed
34739,Litter for cats
21031,"Gas Drink - 7-Up, 7-Up Diet - See Varieties In Store"
37927,Peanuts - see varieties in store - * Bonus 20 points m
46383,Snack - Lunch Mate Stackers
48399,Chicken Eggs Free - Gros Caliber
33135,Chocolate Eggs - Mini Eggs - Saturday 30th and Sunday March 31st - Limit of 4 - $ 7.99 The rest of the week or by article out of bound
28407,Frozen cake - See variety in-store
4920,Peanut butter - Creamy - Saturday 8th and Sunday 9 June only.- Limit of 4 - $ 4.99 The rest of the week or by item outside the limit.
28879,ICE alcoholic beverage
40758,"Fresh pastry cheese - Buy 1 and get 1 cousin home baguette (300 g), worth $ 2.39"
42127,Fruit Flavor Snack - Fruits - View Varieties In-store
31126,Roquette - of the United States
9465,Maple syrup - see varieties in store
47482,Can beer in Canadian - Buy 1 box and Provigo will pay the equivalent of taxes and the setpoint ($ 7.04)
49567,Mozzarellissima cheese
23879,Hearts of Romaine - Quebec
43740,Chocolate - Lindor
38266,Young Sweet Endives - Quebec
21386,Shampoo - Whole Blends
6164,lard
30923,Antiperspirant - High Endurance - Saturday 24th and Sunday 25 November Only - Limit of 4 - $ 4.49 The rest of the week or by article out of bounds
42784,"Concentrated orange juice, frozen - * Bonus 25 points M for purchase of 3"
18085,Granola Bars
27625,Instant Coffee - Saturday 5th and Sunday January 6th Only - Limit of 4 - $ 4.99 The rest of the week or by article out of bound
36451,"Refrigerated orange juice, with pulps - Pure premium"
1909,Wonton Pasta
27122,Crackers - Crispers
29950,French steak
25736,Pie - Artisan - See Varieties in store
46738,"Peanut butter - crunchy - Saturday 14 and Sunday, September 15th only.- limit of 4 - $ 4.99 the rest of the week or by item outside the limit"
42425,"Jam, jelly, marmalade, spreads - * bonus 25 points m with the purchase of 2"
14633,Frozen chicken straps - pub style
30353,Micro-croissants
39577,Strawberries - Quebec - Canada # 1 - 50% discount
20383,BROCOLI BIO
15359,Lemons - from Spain and / or South Africa
17038,Pie - Baked Selection - See Varieties In Store
31244,Wipes - * 50 Points Bonus M
9354,Acetaminophen - extra-strong cold
34643,PUDING - View Varieties in store
5066,Cookies - Celebration - See Varieties in store
5112,Margarine
9397,"Fresh chicken thighs, air cooled, boneless, skinless - just good"
39806,"Peanut Butter - Natural Crunchy - Saturday 27 and Sunday, October 28th only - Limit of 4 - $ 4.99 The rest of the week or by article out of bound"
23319,Nature Alps Goat Cheese
48127,chopped turkey
7358,"Flooded Pizza - Slim and crispy crust - Saturday 4th and Sunday, only January 5th - Limit of 3"
11075,Havarti sliced cheese
24135,Tomatoes - Ancestral - * Bonus 25 Points M In purchase of 3
23565,Rice noodles
5928,"Drink - save $ 1 - * $ 4.99 without coupon - 1 coupon limit by purchase, by customer"
28071,Powder beverage - Nesquik - View in store varieties
19810,Capillary Color - Belle-Color - See Varieties In Store
47755,Chocolate milk
2228,Frozen thin crust pizza - Giuseppe
21777,Stainholder for laundry - oxi-clean
34050,Flooded Pizza - See Varieties In Store
45630,Cheese Macaroni - Dinner
47610,"Peanut butter - creamy and light - Saturday, 22 and Sunday, June 23rd only.- Limit of 4 - $ 4.99 The rest of the week or by item outside the limit."
41376,Buffered Corn - Saturday 1 September only - Limit of 4
5438,Tender Bars - Vital
30789,Mascara - Volum 'Express The Colossal
26174,Pasta - Ancient Seeds - See Varieties In-store
45603,Rice and Grains - Uncle Ben's
49323,Cheese macaroni
27531,Mix of half-half-half - Quebec
25854,All-purpose flour - Unnamed
20474,Garbage bags - see varieties in store
31124,Fresh rainbow trout fillet
29311,Grain Coffee - President's Choice - See Varieties In Store
21405,Frozen breaded fish fillets - Select selected
14958,"Frozen Pizza - Rustico - Buy 3 and get 40 air miles as a bonus.Friday, December 7th only."
16234,Cooked ham
16277,Frozen fries potatoes
24915,Soup mix
34479,Yogurt to drink - Yop - returns to 58 ¢ unity
29582,Frozen meal - home style - see varieties in store
33294,Tiger Wipers - Save $ 6.01
16334,Energizing Drink - Saturday 18th and Sunday 19 May only - Limit of 4 - $ 7.99 The rest of the week or by article out of bound
28281,Yogurt to drink - Yop - see varieties in store - save 50 ¢ more to buy 4 products with a good-discount in store
32072,Frozen chicken sticks
19665,Chocolate Tablets - Excellence - View Varieties in-store
39837,Roast counterflide
1643,Peanut butter - natural with salt
11778,Lipboard - Super Lustrous
28329,Water Melon without glitches - the United States
28464,Mexican Rice - * Bonus 25 Points M for Buying 2
14449,"White shrimps of the pacific cooked, shelled and deep, frozen - size: 70-90 units / lb"
44947,Wild scallops of frozen bacon - Nova Scotia
41293,Bio lemons
35199,Fresh pasta
43159,Ice Dessert - Parlor
36810,Toothpaste - Optic White
32537,Frozen trench chicken breasts
20892,Refrigerated pie paste
3221,Hot Dog breads
4807,Chicken and frozen broccoli gratin
10391,Yellow Beans - Quebec
15252,Corporal lotion
33640,Pepperoni Sliced - $ 1.80 of Economy
17482,Fresh stuffed pasta - see varieties in store
46364,Bars - Gruau on the thumb
39059,Onions - from Quebec - Canada No 1
23296,Gluten-Free Crustles - Crispy Minis - View Varieties In Store
47551,Fruit Frozen Bars - Limit of 4 - $ 5.99 per additional item
7644,Micellar water
2708,Homogenized organic milk 3.5% - finely filtered
2596,Vegetables
14739,Red Tomatoes of Serre - Canada and / or Mexico - Category # 1
18218,Anjou pears - Washington - Extra Fantasy Category
17783,Souvlakis frozen chicken
10325,Cats Food - Cat Chow
45125,Capillary Color - Preference
12621,lawyers
5240,Frozen Panés Mozzarella Sticks
1668,Strawberries - Quebec - Canada # 1
2305,Crackers - Living
42210,Chips - Saturday 17 and Sunday 18 August only.- Limit of 4
32429,Tender Bars - Chewy - * Bonus 20 Points M Within Buying 2
12703,SALSA SAUCE - See Varieties in-store
9234,vol-wind
11755,Frozen Pizza - Ristorante - Saturday 2 and Sunday October 3rd only - Limit of 4 - $ 3.99 per additional item - $ 3.99 The rest of the week
22849,Honey - Lower price of the year
4137,Fresh pork fillets - Under vacuum packaging
44395,Frozen Chicken Chest Turnedos
22166,Mini Muffins - President's Choice
32724,Cantaloup - Guatemala and / or Honduras
49265,Cut and peeled carrots - United States - Category # 1
21850,Organic Granny Smith Apples - from Washington - Extra Fantasy Category
33178,Organic mangoes
18061,Lasagna with meat - President's choice
47611,Frozen Pizza - Traditional - View Varieties in store
29974,CIABATTA sticks
13715,Fresh Cresson - Quebec
29061,"Beef, thongs"
42633,Revitalizing - Naked Herbal Essences
38006,Refrigerated fruit juice mix - see varieties in store
26768,jam
35384,Garlic braid - from China
13242,Protein drink
44199,Fresh stuffed pasta - $ 2 of economy
11629,Hygienic paper - * Bonus 25 points m
30759,Pecorino Romano cheese imported from Italy
1599,Marmalade - See Varieties In stock
42208,"Sled of ham - save $ 1 - * $ 4.99 without coupon - 1 coupon limit by purchase, by customer"
45186,Beer in Cantes - $ 12 off Buy 2 Caisses
7660,Powder preparation for infants - save up to $ 3
47248,Soup Blend in Sachets - Cup-a-Soup - Saturday 6th and Sunday 7 July Only - Limit of 2 - $ 1.25 per additional item - 4/5 $ The rest of the week
17056,Plastic Shelf - Molding Pelli - Sunday 6th and Monday 7th October alone - Limit of 4 - 99 ¢ The rest of the week or by article out of bound
24631,"Hygienic paper - VELOUR - Saturday 27 and Sunday, July 28th only.- Limit of 4 - $ 5.99 The rest of the week or by item outside the limit"
16874,Wiper - Eco
45946,Sachet tea - Earl Gray - Buy 1 and get 500 points optimum
38649,"Chips - Saturday 27 and Sunday, October 28th only - Limit of 4"
47877,"Young spinach, spinach printers or vegetables-leaves of organic fields - the choice of the president"
30021,Refrigerated lemonade - see varieties in store
15312,Tomatoes Roma de Serre - Canada - Canada No 1
4486,Nasal Spray - Soothing Sallet Formula
31717,"Peanut butter - creamy - Saturday, August 3 only!- limit of 4 - $ 4.99 the rest of the week or by article out of bounds"
27706,Frozen thin crust pizza - see varieties in store
20339,Tomato juice
30344,Washers for Toddler - See Varieties In Store
6457,Mascara - Lash BLAST Active
11712,Tartiade - See Variety in Store - * Bonus 20 Points M
28155,Frozen Pizza - Trabec - * Bonus 25 Points M
9587,Refrigerated fruit juice - Pure premium - See in store varieties
32901,Beer in cans - Buy 2 and get a $ 15 discount on your grocery basket.
10148,Sparkling water flavored - see varieties in store
37182,McIntosh Apples - Quebec - Canada of Fantasy
40002,Dry atomizer - Dry
42455,Peanut butter - Creamy and light - Saturday 1 and Sunday 2 February only!- Limit of 4 - 4.99 per additional item - $ 4.99 The rest of the week
41844,Mini Muffins - Little Cocks - See Varieties in Store
40872,Fresh black figs - from the United States
45775,Beer in Cantes - Bud Light Apple
39794,Parmesan petals
48725,Crapaudine chicken - Packled vacuum - View varieties in store
46313,Ice Cream - Ben & Jerry's - See Varieties in Store
3036,Frozen meal - energy bowls - see varieties in store
5525,Green tea in sachets
8515,Cornichons - Bick's - See Varieties in-store
24120,Peanut Butter - Creamy Lightweight
9853,Frozen chicken breast strips
8591,Frozen beef pate
9623,Denture cleaner
27471,Frozen cooked dishes
2272,Genoa Salami - Artisan
46056,Capillary Color - Perfect 10
46059,Green Zucchini - Quebec - * Bonus 10 Points M
32768,Cheese - Mozzarellissima - * 50 Points Bonus M
31354,White baguette or multigrain
29437,yellow plums
29336,Frozen Pizza - Rustico - Saturday 6th and Sunday 7 July Only - Limit of 4 - $ 4.99 per additional item
4019,Ice treats - Drumstick - Lower price of the year
19574,Soybean milk / beverage
32265,Organic Green Asparagus - Mexico - Category # 1
29848,Refrigerated juice mixture
4962,coconut milk
33288,Anti-dandruff shampoo
38889,Lipstick - Superstay Matte Ink
36503,Black Forest Ham or Smoked Honey - Piller's - So far from stocks
31511,Frozen pasta - Gnocchi potatoes - See in store varieties
48560,Chicken breast fries and popcorn
33026,"Liquid Washer, -45 ℃ - See in store varieties"
28108,Cornichons - Bick's
36640,Tender bars - dipps - see varieties in store
32387,Cocktail salad rolls
