unique_id,name,category
7480,Creamy light peanut butter - save 50 ¢ with a good-discount in store,Peanut Butter
6704,Cake Mix - Signature,Cake Mix
19811,Brunette Asian pears - from China - 50% discount,Pears
48974,Skin care products - see varieties in store,Personal Care
21575,Instant Coffee - Saturday 11th and Sunday 12 January Only - Limit of 4 - $ 3.99 per additional item - $ 3.99 The rest of the week,Coffee
3699,"Bars - Sweet and Salted - Limit of 12 per customer - From Friday 19 to Saturday, October 20th only",Bars
10407,Frozen Pizza - Vintage,Frozen Pizza
40146,vegetable burgers,Vegetable
20797,Peanut Butter - Creamy and Light - Saturday 15 and Sunday 16 September only - Limit of 4 - $ 4.99 The rest of the week or by article out of bounds,Peanut Butter
20303,Body Cleaner - Axis - Save $ 2.81,Personal Care
10973,Lince-Mouth - Ultra Clean,Cleaner
33701,Yogurt - Activia - View Varieties in-store,Yogurt
38844,"Buffered corn - Saturday 7th and Sunday, December 8th only!- Limit of 4",Cornets
45596,Alcoholic drink,Drinks
17723,Cookies - Vital,Cookies
18317,Rice Squares - Rice Krispies,Rice
14330,Frozen dinner - Stouffer's,Frozen dinner
57,Hygienic paper - Original - Saturday 20th and Sunday 21 April only - Limit of 4 - $ 5.99 The rest of the week or by article out of bounds,Hygienic paper
13755,"Peanut butter - all natural - Saturday 7th and Sunday, December 8th only!- limit of 4 - $ 4.99 the rest of the week or by article out of bounds",Peanut butter
28748,cucumbers,Cucumbers
45944,Blueberries - Canada and / or the United States,Blueberries
7557,Creamy and sweet coffee,Coffee
17901,gluten-free bread,Bread
29325,Cheese - Oka the craftsman - Sliced with charcuterie,Cheese
22690,Frozen breaded chicken - see varieties in store,Chicken
15719,Pizza Frozen Thin Crust - Stretched by hand,Pizza
42167,"Brown eggs with omega-3, big caliber",Egg
44882,Dog food,Dog Food
39470,Layers - Little Movers,Layers
43056,Pudding or Dessert - Snack Pack - See Varieties In Store,Dessert
10675,Mix of lettuce - from Quebec,Lettuce
14284,Pulp Powder - Fleischman's,Pulp Powder
7332,Biological Strawberries - United States - Category # 1,Strawberries
46041,Frozen lobster flesh - Canada,Fish
9839,Frozen breaded fish fillets,Fish
34092,Energy bar - JOI - See in store varieties,Bars
5480,Pure BeauRivage maple syrup,Maple Syrup
30035,Ice Cream - See Varieties In Store,Ice Cream
17429,Bar snack,Bars
25806,"Peanut butter - creamy and light - Saturday 23 and Sunday, November 24th only!- limit of 4 - $ 4.99 the rest of the week or by article out of bounds",Peanut butter
7134,Coffee Capsules - See Varieties In Store,Coffee
43355,Tissue paper,Tissue Paper
46782,Tomatoes - See Varieties In stock,Tomatoes
22666,Frozen crispy fried chicken,Frozen Chicken
23957,Tuna - Unnamed - See Varieties In Store,Tuna
5441,Juice or cranberry cocktail - see varieties in store,Juices
39332,Folly laminated,Folly
23009,"pork, thongs",Pork
41349,Organic red cabbage,Cabbage
21012,Stew,Stew
7717,Peanut Butter - Creamy - Saturday 8th and Sunday 9 December only - Limit of 4 - $ 4.99 The rest of the week or by article out of bounds,Peanut Butter
12332,Chocolate - Golden Gallery,Chocolate
14453,Frozen Barbecue Pork Back Côtes - See Varieties in Store - Save $ 4,Frozen Pork
36865,Oil air purifier - see varieties in store,Oil
47738,Frozen breaded chicken burgers - pub style - limit of 4 - $ 7.99 per additional item,Frozen chicken
10396,Yogurt - Yocrunch - View Varieties in store,Yogurt
30204,Cats Food - Proactive Health - See Varieties in-store,Cats Food
25438,Gruau - Fast,Gruau
6476,"Chocolate treatments - Saturday, October 20th only - Limit of 4 - $ 13.99 The rest of the week or by item outside limits",Chocolate
30563,"Concentrated, frozen extension - See in store varieties","Concentrated, frozen extension"
34320,Blueberries - Mexico and / or Peru and / or Chile - Category # 1,Blueberries
21754,Pizza Frozen Snacks - Bagel Bites,Frozen Pizza 
27371,Frozen fries potatoes - see varieties in store,Potatoes
21338,Frozen meal wellness,Frozen meal
7861,Apple juice and refrigerated pear - Quebec,Juices
32663,Cashew nut,Cashew
37934,Drink,Drinks
35395,Rhubarb - Quebec - Canada # 1,Rhubarb
17795,Margarine with lawyer oil - * Bonus 25 points,Oil
11489,Nail Polish - Insta-Dri,Personal Care
16569,Frozen Fries - Red Stick,Frozen Fries
25148,Soup mixture in bags - Cup-a-Soup - Saturday 22 and Sunday 23 June only.- Limit of 4 - 4/5 $ the rest of the week or by item outside the limit.,Soup
28528,Whipped peanut butter - save 50 ¢ with a good-discount in store,Peanut Butter
48667,Vegetable Pill - vegetation - See Varieties In Store,Vegetable Pill
13214,Barres - Protein,Barres
46409,Shower gel,Personal Care
13920,Foundation - Ready Gorgeous Set,Personal Care
29363,Young biological spinach - the United States,Spinach
20070,Beer in Canadians - Buy 2 Caisses and Maxi will pay the equivalent of taxes ($ 8.98).In participating stores.,Beer
34578,Instant coffee - via,Coffee
8104,Match Rinse - Total,Laundry Detergent
1119,"Refrigerated orange juice, without pulps",Juices
48746,Pizza lift-au oven frozen,Pizza
9323,Cutting Puding - See Varieties In Store,Food
30720,Energy Supplement - Super Energex +,Drinks
11720,Ground decaffeinated coffee,Coffee
39041,Nutritional supplement based on children's milk - Good start 3 - See in store varieties,Baby Product
34428,Frozen Chicken Chest Burgers,Chicken
23372,Ice treats - Drumstick - See varieties and formats in store,Ice Cream
44709,Yogurt - 100% Natural,Yogurt
34483,Dishwasher,Dishwasher
30573,"Big White Eggs, Grade A - Saturday 19 and Sunday 20 January Only - Limit of 2 - $ 2.29 per additional item - $ 2.49 The rest of the week",Egg
11011,Young Spinach - US,Spinach
35174,"Toothpaste - Maxfresh - Saturday 14 and Sunday, September 15th only.- limit of 4 - 99 ¢ per additional article",Toothpaste
43951,Greenhouse orange peppers - Mexico and / or Spain and / or Honduras,Peppers
35563,Tissue Paper - Unnamed - Saturday 12th and Sunday 13 October only.- limit of 4 - 4.99 the rest of the week or by article out of bounds,Tissue Paper
39476,Chips - Saturday 30 and Sunday March 31st - Limit of 4 - $ 4.49 The rest of the week or by article out of bounds,Chips
12808,Honey - the honey of Émilia - see varieties in store,Honey
37264,Fondue Sauce - See Varieties In Store,Sauce
44361,Raspberry - Mexico - Category # 1,Raspberry
38789,Crackers - Melba Sofa,Crackers
3577,Vitamins D - 1000 IU,Medicine
18103,Pepperoni,Pepperoni
28454,"Liquid Washer, -35 ℃ - Unnamed",Liquid Washer
39498,Apples Granny Smith - United States - Extra Category of Fantasy,Apples
1578,Thirsty drinking,Drinks
23,Frozen Bay Scallops - Size: 80-120 Units / LB,Frozen Bay Scallops
26090,Water melon / watermelon,Water Melon
46541,Hygienic paper - President's choice - limit of 4 - $ 5.99 per additional item,Hygienic paper
41906,White corn syrup - Lily White,Syrup
9779,Frozen Singles - Drumstick - View Varieties in-store,Chicken
33045,"Fresh chicken breasts boneless, skinless, without net",Chicken
36395,Food Containers - See Varieties In-store,Food Containers
15477,Bars - Vector - See Varieties In stock,Bars
1775,Pasta - Lasagna,Pasta
22802,Frozen breast breast chest tongues,Chicken
44893,Frozen breaded chicken nuggets - Pub style - Limit of 4 - $ 6.99 per additional item,Frozen Chicken
3332,Refrigerated orange juice,Juices
2017,Solar care products,Solar
12068,Orange without glitches - South Africa,Oranges
21497,Cake gloss,Cake
25693,beets,Beetroot
11069,Refrigerated apple juice - limit of 4 - $ 3.99 per additional item,Juices
34364,Mature - the United States or Mexico,Mature
32056,100% Canadian liquid honey,Honey
37674,Frozen chicken breast croquettes,Frozen Chicken
47900,Sliced turkey,Turkey
9896,Frozen meal - Stouffer's - See in store varieties,Frozen meal
10840,Couscous,Couscous
15618,Cheese - waterfowl,Cheese
34682,"Refrigerated Orange Juice, with Pulps - Simply - Limit of 4 - $ 3.49 per additional item",Juices
34054,Perfume Enhancer for Laundry - View Varieties In stock,Personal Care
36051,Lawyer,Lawyer
44151,Battery Toothbrushes - See Varieties In Store,Toothbrush
16882,Margarine - Traditional,Spread
46471,Cerear bars - Nutri-Grain - See in store varieties,Bars
11874,Caramel Spreads - * Bonus 20 Points M for Buying 2,Spread
28647,Cough lozenges,Medicine
12100,Tortillas in bowl,Tortillas
25980,Peanut butter - creamy and light - Saturday 11 and Sunday 12 May only.- Limit of 4 - $ 4.99 The rest of the week or by item outside the limit.,Peanut butter
5769,Antiperspirants - High Endurance,Medicine
22141,Butternut squash - Quebec,Squash
32852,Flavored Water - Pure Life Splash,Water
30103,Bags - See Variety in Store - * Bonus 15 Points M,Bags
31221,Refrigerated fruit juice - health break - see varieties in store,Juices
14011,Refrigerated water melon drink,Drinks
37803,"Whole wheat baguette, cooked in store",Wheat
41605,Refrigerated orange juice - Pure premium,Juices
10989,Fruit Juice - Hydrafruit,Juices
49593,MORTADELLE - Ordinary price: $ 3,MORTADELLE
7007,Frozen Pizza - Casa di Mama - View Varieties in-store - Saturday 7th and Sunday 8 September only - Limit of 3 - $ 3.99 per additional item - $ 3.99 The rest of the week,Frozen Pizza
37284,Bars - Nutrigrain - View Varieties in store,Bars
32605,canned pineapple,Pineapple
40632,Organic cucumbers,Cucumbers
32951,Frozen breaded fish fillets - see varieties in store,Frozen Fish
44948,Ice Cream - Haägen-Dazs - View Varieties in-store,Ice Cream
17416,Red Potatoes - From Quebec,Potatoes
22842,Hazelnut-chocolate spread,Speread
46257,Soup Mix - Cup-a-Soup - View Varieties In-store,Soup Mix
9866,Pasta - blue menu - see varieties in store,Pasta
6384,Panini rolls,Panini
9007,Meal Set - See Varieties In Store,Meal Set
4207,Complex B50,Medicine
25609,Apples Russet - Quebec - Canada of Fantasy - Best Awards of the Year,Apples
3161,Mouthwash - See Varieties In Store,Personal Care
5426,Boneless fresh chicken breasts - premium - high without antibiotics,Chicken
10719,Empire Apples - Quebec - Category # 1,Apples
48705,Pasta - Ready Pasta - See in store varieties,Pasta
43832,Ice treats - Häagen-Dazs,Ice Cream
13219,Breaded fish croquettes - the captain's cheerborn,Fish
6987,Cleansing Wipes - Marcell,Cleansing Wipes
31759,Margarine - * Bonus 25 points m,Spread
49552,Rice and Grains - Express Bistro,Rice
23243,Frozen Onion Washers - McCain,Frozen Onion Washers
14366,Toothpaste - Pro-Enamel,Toothpaste
30390,Tea - President's Choice - See Varieties In Store,Tea
26032,Gas Drink - Limit of 4 - $ 3.99 per additional item,Drinks
37074,"Tea - Saturday 4th and Sunday, January 5th, only - Limit of 4 - $ 4.99 per additional item - $ 4.99 The rest of the week",Tea
4409,"Hygienic paper - President's choice - Saturday, 22 and Sunday, June 23rd only.- Limit of 4 - $ 5.99 The rest of the week or by item outside the limit.",Hygienic paper
32049,"Chips - Saturday, June 15 only.- Limit of $ 4 - $ 4.49 The rest of the week or by item outside.",Chips
22576,Peanut butter - Natural crisp - Saturday 8th and Sunday 9th June only.- Limit of 4 - $ 4.99 The rest of the week or by item outside the limit.,Peanut butter
23716,Scented Rice - See Varieties In Store,Rice
38029,Organic Instant Rice - Seeds of Change - See Varieties In Store,Rice
7411,Acetaminophen - 650 mg arthritic pain,Medicine
24906,"Concentrated fruit drink, frozen",Drinks
40285,Tortilla chips - Unnamed,Chips
48321,Cheese - Unnamed - limit of 4 - $ 5.49 per additional item,Cheese
38817,Biscuits - Maxi Fruit - See in-store varieties - save 50 ¢ more to buy 2 products with a good-discount in store,Biscuits
6450,Soup pasta,Soup
63,Preparation for infants A +,Baby Product
35652,Gas Drink - Coke - See Varieties in-store,Drinks
34291,Beer in cans - * bonus 50 points m,Beer
3765,Margarine with avocado oil,Spread
35503,"Mini-tomatoes (cherry, miniature or grapes)",Tomatoes
4546,Baby wipes,Wipes
23811,Biological broth,Food
27402,Powdered laundry detergent,Laundry Detergent
42639,Crackers - P'tits Fish,Crackers
31908,Gluten-Free Dinner - Annie's - See Varieties in-store - * Bonus 20 Points M for Buying 2,Gluten-Free Dinner
47050,Cuvette,Cuvette
21108,Chips - Saturday 19 and Sunday May 20th Only - Limit of 4 - $ 2.99 The rest of the week or by article out of bounds,Chips
28690,GASEIFIED SIGNAL WATER - Pure Life - See in store varieties,Water
30288,Hearts of Roman Lettuce - United States,Lettuce
27796,Cavalier cabbage - the United States or Mexico,Cabbage
18659,Grated cheese - President's choice - See in-store variety,Cheese
31102,Cherries with chocolate coated marasequin,Cherries
38991,Ground coffee - flavor of the country,Coffee
44454,Capillary Color - Belle-Color - Saturday 1 September only - Limit of 4 - $ 5.99 The rest of the week or by item outside limits,Stationary
10602,"Toothpaste - Maxfresh - Saturday 26 and Sunday, October 27th only.- limit of 4 - 99 ¢ per additional article",Toothpaste
18414,Tartinade - Triple Fruit,Fruit
22213,couscous,couscous
29373,"Jam, marmalade",Jam
44170,Terrine,Terrine
41921,Candy,Chocolate
20367,Pasta - Bistro - See in store varieties,Pasta
27362,Organic food for babies,Baby Food
47744,Chocolate-hazelnut spread,Chocolates
15084,Gluten-free crackers - Breton,Crackers
4687,Ice Cream - Gelato,Ice Cream
26646,Ice Tea - See Varieties In Store,Tea
18432,Assorted tomatoes - Mexico,Tomatoes
22462,Pasta - Smart - See varieties in store - 50% off,Pasta
39993,Croissants Nature or whole wheat,Croissants
18648,Soup mixture in sachets,Soup
37694,Underneath,Underneath
30442,Cheese - Mozzarella - Saturday 13 and Sunday 14 October only - Limit of 4 - $ 2.99 The rest of the week or by item outside the limit,Cheese
49144,Foundation - Clean Matte,Personal Care
22671,Frozen Cake - Deep'n Delicious - * Bonus 20 Points M,Frozen Cake
5210,"Tilapia, fillets, fresh",Fish
11358,Apple snack - Irresistibles Wellness - See Varieties in-store,Apples
44667,Beef concentrated broth,Beef
7781,Chips - full of flavor,Chips
36396,Mint jelly,Jelly
48152,Aubergine - from the United States and / or Mexico,Aubergine
5959,Mixed beans (canned),Beans
21678,Flavored tuna - Ocean's - View Varieties in store,Tuna
23031,Organic honey - President's choice - see varieties in store,Honey
14348,Mounted coffee - McCafe - See in store varieties,Coffee
1396,Peanut Butter - Velvety,Peanut Butter
16063,Tender Bars - Brownie Max,Bars
36485,Peanut Butter - Crunchy - Saturday 29 and Sunday 30 September only - Limit of 4 - $ 4.99 The rest of the week or by item outside the limit,Peanut Butter
25371,Mini Choco,Chocolates
31893,Green onions / shallots,Onions
29758,Pasta - Pronto,Pasta
27142,Peanut Butter - Unnamed - See Varieties In Store,Peanut Butter
11228,Freezing bags - pack of 3 boxes,Freezing bags
9449,Rice - Minute Rice,Rice
40329,White wine,Wine
37364,All-purpose cleanser - refill - see varieties in store,Cleansing Wipes
7403,Hygienic paper - VELOUR - Limit of 4 - $ 7.99 per additional item,Hygienic paper
37332,"Frozen breaded chicken burgers - Pub style - Saturday, October 19th only - Limit of 4 - $ 6.99 per additional item - $ 6.99 The rest of the week",Frozen Chicken
22470,Ice cream log,Ice Cream
31525,"Antiperspirant - Axis - Saturday 23 and Sunday, November 24th only!- Limit of 4 - $ 3.99 per additional item",Medicine
24909,Pasta for Won your frozen,Pasta
15899,Frozen breaded chicken nuggets,Frozen Chicken
36249,Sausages - Veggie Dogs,Sausages
5311,Ham flakes,Ham
37029,"Red peppers, yellows, oranges or green - from Quebec",Peppers
21343,Salad - * Bonus 25 points M for purchase of 2,Salad
25380,Dishwasher Detergent - Powerball,Dishwasher
38248,Product of melted cheese - Velveeta,Cheese
40145,Prosciutto sliced,Prosciutto
32018,Refrigerated Orange Juice - Choice of President - Limit of 4 - $ 3.99 per additional item,Juices
38299,Red Mangoes - Mexico,Mango
46969,Pizza Frozen thin crust - Gusto Italiano,Pizza
30843,Triple chocolate cake,Cake
1614,Dishwasher detergent in capsules,Dishwasher
7014,Iced yogurt - see varieties in store,Yogurt
49235,Orange Grape Tomatoes - Canada and / or the United States,Tomatoes
20504,Frozen breaded fish fillets - Captain's cheers,Frozen Fish
44371,pretzels,pretzels
35912,Rice - Uncle Ben's - View Varieties in-store,Rice
16096,Snack - see varieties in store,Snack
43962,Orange orange juice orange,Juices
41713,Frozen fried chicken,Frozen Chicken
35191,Empire Apples - Quebec,Apples
14164,Battery Toothbrush - 360º,Toothbrush
9864,Capillary Color - Preference Infinia,Stationary
31075,"Portions of breaded chicken, frozen - see varieties in store",Chicken
38609,Frozen Pizza - Pepperonis and Cheese,Frozen Pizza
40277,Bagelwichs - Montreal Style,Bagelwichs
41541,Frozen meal - Choice of President - See Varieties in-store - * Except for large formats,Frozen meal
48628,Soft apple juice - Allen's,Juices
7646,Vitamin C,Medicine
43768,"Powder preparation for infants with Omega, no GMO - View varieties in store",Baby Food
46581,"Young fresh duck, Category A - Brome Lake - * Bonus 20 Points M",Duck
6950,Powder preparation for infants with omega - See in store varieties,Baby Food
38383,Coffee in T-Disc Capsules - Black Map,Coffee
40723,havarti cheese,Cheese
7344,Window cleaner - good friend,Window cleaner
44865,Gluten Free Food Pasta - Super Greens - View Varieties in-store,Pasta
49570,Fruit - see varieties in store,Fruit
27281,Yogurt - 0% - View Varieties in store,Yogurt
1467,cheese without lactose,Cheese
24160,"fruit yogurt, more than 6% m.g.",fruit
22639,Sliced Cheese - Singles,Cheese
10236,Frozen Pizza - Giuseppe - * Bonus 25 points,Frozen Pizza
41806,Natural gas source water,Water
41966,Biscuits - Supreme - save 50 ¢ more to buy 2 products with a good-discount in store,Biscuits
28994,Egg noodles,Egg
3709,Cats Food - Friskies - See Varieties In-Store - * Bonus 20 Points M On Buying 6,Cats Food
1117,English Muffins - Old Mill,English Muffins
3952,Tartinade - Traditional,Tartinade
26648,Chips - Worldwide Flavors,Chips
48745,Coffee in K-Cup buckets - Max Boost - * Bonus 50 Points M,Coffee
11888,Dog Tapers - Beggin Strips,Dog Tapers
17148,"Frozen Pizza - Casa di Mama - Saturday 9th and Sunday November 10th, only - Limit of 3 - $ 6.99 The rest of the week",Frozen Pizza
38937,Blown corn - Orville Redenbacher's,Corn
35359,Dry disposable wipes,Wipes
36115,Mid-lean chopped beef,Beef
39990,Layers - Baby Dry,Baby Product
41364,Ice Dessert - Parlor - See Varieties In Store - * Bonus 20 Points M,Ice Cream
1717,Sliced cheese product - Velveeta,Cheese
861,Napkins,Tissue Paper
27099,Top - Spongetowels - See Varieties in-store,Towels
36737,Apple pie - market delights,Snack
6343,Cheese Macaroni - Annie's - View Varieties in-store,Cheese 
5539,butter,Butter
6747,Ice Cream - Cremerie Style - Limit of $ 2 - $ 4.49 per additional item,Ice Cream
7188,"Toothpaste - Saturday 7 and Sunday, December 8th only!- limit of 4 - 99 ¢ the rest of the week or by article out of bounds",Toothpaste
16223,mascarpone cheese,Cheese
36594,Dog Tapers - Denta Stix,Dog Tapers
41580,Pasta - Supergreen,Pasta
17484,Chips - Fristos - View varieties in store,Chips
22699,smoked salmon,Fish
7031,Mature - from Quebec and / or the United States,Mature
28868,Evaporated Milk - Unnamed,Milk
2759,10% coffee cream,Coffee
49273,Pasta - Tagliatelle A Nido,Pasta
34067,Chocolates - Ferrero Collection,Chocolates
39014,Cookies - Whippet,Cookies
36550,Refrigerated pizza crust,Frozen Pizza
17093,Nectar - See Varieties In store,Nectar
1244,Handkerchief papers,Tissue Paper
23038,Vinaigrette,Vinaigrette
29315,Tea,Tea
17794,Frozen Pizza - Rustico,Frozen Pizza
12357,Frozen breaded chicken nuggets - pub style - limit of 4 - $ 6.99 per additional item,Frozen Chicken
10306,Non-dairy drink - see varieties in store,Drinks
31338,Shampoo - Hair Expertise - See Varieties In Store,Shampoo
3951,Hygienic paper - VELOUR,Hygienic paper
22275,"Peanut Butter - Creamy and Light - Saturday, February 16th only - Limit of 4 - $ 4.99 The rest of the week or by article out of bound",Peanut Butter
41960,Fruit cocktail,Juices
15594,"Capillary Products - Studio Line - Saturday, November 10th only - Limit of 4 - $ 7.99 The rest of the week or by article out of bounds",Stationary
34610,Acetaminophen - Arthritic Pain,Medicine
47283,Sliced Organic Bread - Dave Naughty Good Bread,Bread
15791,Organic Cremini Mushrooms - Canada,Mushrooms
32877,Spicy fresh cheese,Cheese
8993,"Fresh Atlantic salmon fillet, no edges",Fish
12504,Rice Crackers - Unnamed,Crackers
41650,wedge corn,Corn
47739,Frozen Organic Atlantic Smoked Salmon,Fish
39389,Mix for Cappuccino - Ice Java,Coffee
43803,White Eggs - Category A - Gros Caliber,Egg
15969,Pepper biological yellow - from Spain or Mexico,Peppers
15895,Spring Mix - * Bonus 25 Points M,Spring Mix
33454,Sliced cheese - see varieties in store,Cheese
34024,Rosé wine,Ros�
19310,"Peanut butter - crunchy - Saturday, February 16th only - limit of 4 - $ 4.99 the rest of the week or by article out of bound",Peanut butter
47630,lemons,Lemons
48965,Fixative,Fixative
44566,Sauce,Sauce
5991,Frozen meal - Bistro - See in store varieties,Frozen meal
44456,Chocolates - Turtles - Saturday 17th and Sunday 18 November Only - Limit of 4 - $ 8.99 The rest of the week or by item outside the limit,Chocolates
595,Cream 5% - Ultra'creme,Cream Cheese
34213,"Frozen dessert - Classical - Saturday, July 14th only - Limit of 2 - $ 2.99 The rest of the week or by item outside the limit",Frozen dessert
37754,"Apple snack - Selection, Irresistibles Wellness - See Varieties In-store",Snack
43654,Bars - Special K - View Varieties in-store - Save 75 ¢ more to buy 2 products with a good-discount in store,Bars
29578,"Cheese - Bergeron - Buy 1 and get free Fondue cheese Gouda Bergeron (180-225 g), worth $ 4.99",Cheese
27432,Cream Cheese - Philadelphia,Cream Cheese
44270,Chocolate surprise,Chocolate
5933,Epis Corn - Quebec - Canada No. 1,Corn
7570,Potato quarters cooked at the pot,Potatoes
35604,Cat Food - IAMS,Cat Food
41777,Pale tuna - Unnamed - See Varieties in store,Tuna
21529,Green Beans - Quebec,Beans
28703,Organic apples,Apples
19678,Biological English Cucumber - Quebec - * Bonus 10 Points M,Cucumbers
18110,Saucissons - Unnamed - See Varieties In Store,Saucissons
5876,Bread - Old Mill,Bread
22726,Red Tomatoes of Organic Serre - Quebec or Canada,Tomatoes
39954,Chopped ham,Ham
26486,Soupe,Soup
9486,Yellow Greenhouse Peppers - Spain or Mexico,Peppers
33575,Molding film,Film
26119,Air Purifier - FreshMatic,Air Purifier
26488,Mascara,Personal Care
15374,Peanut butter - Natural crunchy - Saturday 17 and Sunday 18 August only.- limit of 4 - $ 4.99 the rest of the week or by item outside the limit,Peanut butter
14365,Water flavoring,Water
35600,Frozen meatballs - President's choice - See variety in-store,Frozen meatballs
22675,Dog Supplements - See Varieties in Store,Dogs Food
41588,Frozen Excel Seafood Shell - See Varieties In Store,Fish
21931,Compact Powder - Fit Me,Personal Care
100,Frozen Pizza,Frozen Pizza
34587,Refrigerated Drink - See Varieties In Store,Drinks
436,Styling Products - Herbal Naked,Personal Care
28049,Pasta - Smart - See Varieties In store,Pasta
38892,Soup - Chicken and noodles,Soup
11665,sausage,Sausages
36333,Baby baby toiletries,Baby Product
17150,Milk 1% - finely filtered,Milk
32017,Pulp - Cannelloni - View Varieties in store,Juices
27521,Frozen Chicken Burgers - * Bonus 50 Points M,Frozen Chicken
7433,Dishwasher Detergent - Quantum,Dishwasher 
34568,"Coffee in Capsules T-Disc - Nabob - From Thursday 3rd to Sunday, October 6th, only - $ 5.99 The rest of the week",Coffee 
6886,Fresh quiche,Fresh
29277,Legumes - Unnamed - See Varieties In Store,Vegetable
38726,Refrigerated fruit drink - Déli-Five,Drinks
33580,Raspberries - the United States and / or Mexico - Category # 1,Raspberries
33985,Training panties - Easy UPS - Sizes: 2T-5T,Personal Care
17703,Vegetable potato chips,Vegetable
21424,"Peanut Butter - Creamy - Saturday 4th and Sunday, January 5th, only - Limit of 4 - $ 4.99 per additional item - $ 4.99 The rest of the week",Peanut Butter
27941,Naan bread whole wheat,Bread
48198,Gasified mineral water - see varieties in store,Water
32247,Cheese - Vaudreuil - View Varieties in store,Cheese
41623,Bagels,Bagels
44701,Broccoli Crown - the United States or Mexico,Broccoli 
10896,Peanut Butter - Creamy - Saturday 29 and Sunday 30 December only - Limit of 4 - $ 4.99 The rest of the week or by article out of bound,Peanut Butter
39604,"charcuterie, pork bacon",charcuterie
26606,Toothbrush - Extra Clean,Toothbrush
8767,Capillary Products - Bio Renew - See Varieties in-store,Stationary
6297,Instant coffee,Coffee
33742,Fruit snack,Fruit
45368,All purpose flour,Flour
26410,Instant Coffee - See Varieties In Store,Coffee
34061,Ice Cream - Häagen-Dazs - View Varieties in-store,Ice Cream
38539,Small Potatoes Russet - Quebec - Category # 1 - Save $ 2,Potatoes
9851,Non salty butter - Unnamed,Butter
34739,Litter for cats,Cat Producg
21031,"Gas Drink - 7-Up, 7-Up Diet - See Varieties In Store",Drinks
37927,Peanuts - see varieties in store - * Bonus 20 points m,Peanuts
46383,Snack - Lunch Mate Stackers,Snack
48399,Chicken Eggs Free - Gros Caliber,Egg
33135,Chocolate Eggs - Mini Eggs - Saturday 30th and Sunday March 31st - Limit of 4 - $ 7.99 The rest of the week or by article out of bound,Chocolates
28407,Frozen cake - See variety in-store,Frozen cake
4920,Peanut butter - Creamy - Saturday 8th and Sunday 9 June only.- Limit of 4 - $ 4.99 The rest of the week or by item outside the limit.,Peanut butter
28879,ICE alcoholic beverage,Drinks
40758,"Fresh pastry cheese - Buy 1 and get 1 cousin home baguette (300 g), worth $ 2.39",Cheese
42127,Fruit Flavor Snack - Fruits - View Varieties In-store,Snack
31126,Roquette - of the United States,Roquette
9465,Maple syrup - see varieties in store,Maple syrup
47482,Can beer in Canadian - Buy 1 box and Provigo will pay the equivalent of taxes and the setpoint ($ 7.04),Beer
49567,Mozzarellissima cheese,Cheese
23879,Hearts of Romaine - Quebec,Hearts of Romaine
43740,Chocolate - Lindor,Chocolates
38266,Young Sweet Endives - Quebec,Young Sweet Endives
21386,Shampoo - Whole Blends,Shampoo
6164,lard,lard
30923,Antiperspirant - High Endurance - Saturday 24th and Sunday 25 November Only - Limit of 4 - $ 4.49 The rest of the week or by article out of bounds,Medicine
42784,"Concentrated orange juice, frozen - * Bonus 25 points M for purchase of 3",Juices
18085,Granola Bars,Bars
27625,Instant Coffee - Saturday 5th and Sunday January 6th Only - Limit of 4 - $ 4.99 The rest of the week or by article out of bound,Coffee
36451,"Refrigerated orange juice, with pulps - Pure premium",Juices
1909,Wonton Pasta,Pasta
27122,Crackers - Crispers,Crackers
29950,French steak,Food
25736,Pie - Artisan - See Varieties in store,Pie
46738,"Peanut butter - crunchy - Saturday 14 and Sunday, September 15th only.- limit of 4 - $ 4.99 the rest of the week or by item outside the limit",Peanut butter
42425,"Jam, jelly, marmalade, spreads - * bonus 25 points m with the purchase of 2",Jam
14633,Frozen chicken straps - pub style,Frozen Chicken
30353,Micro-croissants,Croissants
39577,Strawberries - Quebec - Canada # 1 - 50% discount,Strawberries
20383,BROCOLI BIO,Broccoli 
15359,Lemons - from Spain and / or South Africa,Lemons
17038,Pie - Baked Selection - See Varieties In Store,Pie
31244,Wipes - * 50 Points Bonus M,Wipes
9354,Acetaminophen - extra-strong cold,Medicine
34643,PUDING - View Varieties in store,Puding
5066,Cookies - Celebration - See Varieties in store,Cookies
5112,Margarine,Cheese
9397,"Fresh chicken thighs, air cooled, boneless, skinless - just good",Chicken
39806,"Peanut Butter - Natural Crunchy - Saturday 27 and Sunday, October 28th only - Limit of 4 - $ 4.99 The rest of the week or by article out of bound",Peanut Butter
23319,Nature Alps Goat Cheese,Chhese
48127,chopped turkey,Turkey
7358,"Flooded Pizza - Slim and crispy crust - Saturday 4th and Sunday, only January 5th - Limit of 3",Pizza
11075,Havarti sliced cheese,Cheese
24135,Tomatoes - Ancestral - * Bonus 25 Points M In purchase of 3,Tomatoes
23565,Rice noodles,Rice
5928,"Drink - save $ 1 - * $ 4.99 without coupon - 1 coupon limit by purchase, by customer",Drinks
28071,Powder beverage - Nesquik - View in store varieties,Drinks
19810,Capillary Color - Belle-Color - See Varieties In Store,Stationary
47755,Chocolate milk,Chocolate Milk
2228,Frozen Pizza - Giuseppe,Frozen Pizza
21777,Stainholder for laundry - oxi-clean,Laundry Detergent
